1 input_2_1 AGM6 Test Case.asc  ' AGM6 ' Feb 17 2025 12:34:49
  0  0 69
time,lconv,vmach,pdynmc,VAEL1,VAEL2,VAEL3,psiblx,thtblx,phiblx,alppx,phipx,alphax,betax,ppx,qqx,rrx,SBEL1,SBEL2,SBEL3,dvbe,hbe,psivlx,thtvlx,anx,ayx,vmass,thrust,fmasse,stmarg,realq1,realq2,wnq,zetq,gavail,gmax,trcond,epy,epz,thtpb,psipb,ththb,phihb,sigdpy,sigdpz,ancomx,alcomx,all,ann,psiobcx,thtobcx,wacl,phicomx,dpcx,dqcx,drcx,qqcomx,rrcomx,dpx,dqx,drx,miss,MISS_P1,MISS_P2,MISS_P3,dbt,psiplx,thtplx,critmax,
20.5,0,1.13733,37304.3,-2.66479,24.4327,-0.128321,3.17553,11.8592,0.0843202,7.57441,-10.6474,7.44526,-1.3955,-0.0668961,0.117173,0.376826,6572.37,267.674,-6922,356.169,6922,5.71776,4.42801,1.15833,0.246629,1275.06,11141.8,84.9401,0.914778,0,0,5.14458,0.0439089,1.60063,3,0,0,0,0,0,0,0,0,0,1.14335,0.245872,0.245872,1.14335,18.1537,-24.8627,2,0,-0.00368976,-4.89289,-1.37608,0,0,-0.00367201,-4.89689,-1.37649,0,0,0,0,28962.4,0,0,100,
20.6,0,1.1383,37354.4,-2.67505,24.4646,-0.267515,3.21396,11.8707,0.0855483,7.55166,-10.672,7.42219,-1.3945,-0.0665768,0.113567,0.375129,6607.72,271.225,-6924.76,356.477,6924.76,5.75497,4.46244,1.15608,0.246637,1274.57,11142.1,85.4255,0.913506,0,0,5.14215,0.0439259,1.6035,3,0,0,0,0,0,0,0,0,0,1.14145,0.246046,0.246046,1.14145,18.1343,-24.8961,2,0,-0.00376975,-4.875,-1.37417,0,0,-0.00375189,-4.87899,-1.37461,0,0,0,0,28929.6,0,0,100,
20.7,0,1.13926,37404.4,-2.66942,24.4615,-0.216238,3.25225,11.8819,0.0867867,7.52883,-10.696,7.39921,-1.39341,-0.0662734,0.110665,0.374058,6643.09,274.802,-6927.55,356.786,6927.55,5.79214,4.49646,1.1538,0.24662,1274.09,11142.4,85.9109,0.91223,0,0,5.13968,0.043943,1.6064,3,0,0,0,0,0,0,0,0,0,1.13954,0.246219,0.246219,1.13954,18.1151,-24.9293,2,0,-0.00385004,-4.8571,-1.37213,0,0,-0.00383212,-4.86109,-1.37259,0,0,0,0,28896.8,0,0,100,
20.8,0,1.14023,37454.2,-2.64629,24.4206,0.0394387,3.29046,11.8928,0.0880435,7.5061,-10.7196,7.37637,-1.39227,-0.0660244,0.108487,0.373523,6678.5,278.404,-6930.35,357.094,6930.35,5.82929,4.53007,1.15152,0.246596,1273.6,11142.7,86.3963,0.910957,0,0,5.13722,0.04396,1.60929,3,0,0,0,0,0,0,0,0,0,1.13763,0.246392,0.246392,1.13763,18.0959,-24.9624,2,0,-0.00393035,-4.83923,-1.37001,0,0,-0.00391245,-4.84321,-1.37048,0,0,0,0,28864,0,0,100,
20.9,0,1.14119,37504,-2.65202,24.4427,-0.0454486,3.32864,11.9035,0.0893219,7.48365,-10.7431,7.35373,-1.39113,-0.065843,0.106684,0.373337,6713.92,282.033,-6933.19,357.402,6933.19,5.86641,4.56327,1.14929,0.246578,1273.12,11143,86.8817,0.909694,0,0,5.13478,0.0439769,1.61214,3,0,0,0,0,0,0,0,0,0,1.13573,0.246565,0.246565,1.13573,18.0767,-24.9954,2,0,-0.00401059,-4.82155,-1.36788,0,0,-0.00399271,-4.82548,-1.36835,0,0,0,0,28831.2,0,0,100,
21,0,1.14216,37553.6,-2.64607,24.4397,0.00569576,3.36681,11.914,0.090621,7.46143,-10.7667,7.33133,-1.39003,-0.0657342,0.105202,0.373417,6749.38,285.687,-6936.04,357.71,6936.04,5.9035,4.59608,1.14708,0.246566,1272.63,11143.3,87.3671,0.908439,0,0,5.13237,0.0439936,1.61496,3,0,0,0,0,0,0,0,0,0,1.13382,0.246738,0.246738,1.13382,18.0576,-25.0283,2,0,-0.0040906,-4.80404,-1.36577,0,0,-0.00407279,-4.80793,-1.36624,0,0,0,0,28798.3,0,0,100,
21.1,0,1.14313,37603.2,-2.66154,24.4826,-0.189511,3.40501,11.9244,0.0919395,7.43957,-10.7905,7.30921,-1.389,-0.0656945,0.10524,0.373914,6784.86,289.367,-6938.92,358.018,6938.92,5.94056,4.62848,1.14487,0.246559,1272.15,11143.7,87.8525,0.907198,0,0,5.13,0.04401,1.61771,3,0,0,0,0,0,0,0,0,0,1.13539,0.247511,0.247511,1.13539,18.0607,-25.061,2,0,-0.00417039,-4.78822,-1.36397,0,0,-0.0041526,-4.79182,-1.36438,0,0,0,0,28765.4,0,0,100,
21.2,0,1.14409,37652.6,-2.63112,24.4278,0.139697,3.4433,11.9351,0.0932844,7.41821,-10.8145,7.28766,-1.38808,-0.0657167,0.1085,0.375039,6820.36,293.074,-6941.82,358.326,6941.82,5.9776,4.6605,1.14276,0.24658,1271.66,11144,88.3379,0.905975,0,0,5.12769,0.0440261,1.62038,3,0,0,0,0,0,0,0,0,0,1.1335,0.247687,0.247687,1.1335,18.0416,-25.094,2,0,-0.00425052,-4.7716,-1.36208,0,0,-0.0042326,-4.7753,-1.36249,0,0,0,0,28732.5,0,0,100,
21.3,0,1.14506,37702,-2.65798,24.4946,-0.182261,3.48171,11.946,0.094656,7.39762,-10.8387,7.26681,-1.38731,-0.0658025,0.111843,0.376184,6855.9,296.806,-6944.74,358.634,6944.74,6.01462,4.69215,1.14081,0.246637,1271.18,11144.3,88.8234,0.904782,0,0,5.1255,0.0440417,1.62289,3,0,0,0,0,0,0,0,0,0,1.1316,0.247863,0.247863,1.1316,18.0224,-25.1275,2,0,-0.00433099,-4.75522,-1.36029,0,0,-0.00431303,-4.75884,-1.36068,0,0,0,0,28699.6,0,0,100,
21.4,0,1.14603,37751.3,-2.68298,24.5569,-0.478575,3.52023,11.9573,0.096046,7.37797,-10.8632,7.24658,-1.38667,-0.0659302,0.113976,0.377027,6891.46,300.564,-6947.69,358.942,6947.69,6.05163,4.72347,1.13901,0.246733,1270.69,11144.6,89.3088,0.903626,0,0,5.12346,0.0440565,1.62522,3,0,0,0,0,0,0,0,0,0,1.1297,0.248039,0.248039,1.1297,18.0032,-25.1614,2,0,-0.00441172,-4.73954,-1.35872,0,0,-0.0043937,-4.74302,-1.35905,0,0,0,0,28666.7,0,0,100,
21.5,0,1.14699,37800.4,-2.64102,24.4791,-0.027146,3.55884,11.9687,0.0974473,7.35815,-10.8879,7.2269,-1.38614,-0.0661238,0.116381,0.378062,6927.04,304.348,-6950.65,359.249,6950.65,6.08862,4.75445,1.13716,0.246818,1270.21,11145,89.7942,0.902463,0,0,5.12136,0.0440715,1.6276,3,0,0,0,0,0,0,0,0,0,1.1278,0.248215,0.248215,1.1278,17.984,-25.1956,2,0,-0.0044918,-4.72377,-1.35714,0,0,-0.00447397,-4.72723,-1.35748,0,0,0,0,28633.7,0,0,100,
21.6,0,1.14796,37849.4,-2.6392,24.4855,-0.0250533,3.59755,11.9804,0.0988558,7.33924,-10.9129,7.20773,-1.38573,-0.06634,0.117654,0.37885,6962.65,308.159,-6953.64,359.556,6953.64,6.12561,4.78511,1.13546,0.246945,1269.72,11145.3,90.2796,0.901335,0,0,5.11941,0.0440859,1.6298,3,0,0,0,0,0,0,0,0,0,1.12589,0.248391,0.248391,1.12589,17.9646,-25.2301,2,0,-0.00457183,-4.70858,-1.35573,0,0,-0.004554,-4.71193,-1.35603,0,0,0,0,28600.7,0,0,100,
21.7,0,1.14893,37898.3,-2.63871,24.4948,-0.0375666,3.63633,11.9921,0.100265,7.32072,-10.9381,7.18893,-1.38541,-0.0665632,0.117977,0.379439,6998.29,311.995,-6956.65,359.863,6956.65,6.1626,4.81547,1.13382,0.247087,1269.23,11145.6,90.765,0.900222,0,0,5.1175,0.0440999,1.63192,3,0,0,0,0,0,0,0,0,0,1.12399,0.248567,0.248567,1.12399,17.9453,-25.2648,2,0,-0.00465175,-4.69377,-1.35445,0,0,-0.00463395,-4.69706,-1.35473,0,0,0,0,28567.8,0,0,100,
21.8,0,1.14989,37947,-2.63097,24.4892,0.0284681,3.67517,12.0038,0.101671,7.3025,-10.9635,7.17042,-1.38515,-0.0667886,0.117603,0.379928,7033.96,315.858,-6959.68,360.17,6959.68,6.19959,4.84553,1.13222,0.247242,1268.75,11146,91.2504,0.899121,0,0,5.11563,0.0441138,1.634,3,0,0,0,0,0,0,0,0,0,1.12208,0.248742,0.248742,1.12208,17.9259,-25.2996,2,0,-0.00473143,-4.67918,-1.35324,0,0,-0.00471368,-4.68242,-1.35351,0,0,0,0,28534.7,0,0,100,
21.9,0,1.15086,37995.7,-2.63611,24.5102,-0.045356,3.71405,12.0154,0.103072,7.28451,-10.9892,7.15212,-1.38496,-0.0670089,0.116529,0.380316,7069.65,319.747,-6962.74,360.477,6962.74,6.23658,4.8753,1.13065,0.247406,1268.26,11146.3,91.7358,0.898028,0,0,5.11378,0.0441274,1.63604,3,0,0,0,0,0,0,0,0,0,1.12017,0.248917,0.248917,1.12017,17.9064,-25.3344,2,0,-0.0048109,-4.66477,-1.3521,0,0,-0.0047932,-4.66797,-1.35235,0,0,0,0,28501.7,0,0,100,
22,0,1.15182,38044.2,-2.63442,24.5172,-0.045156,3.75297,12.0269,0.104467,7.26666,-11.0152,7.13397,-1.38481,-0.0672212,0.114836,0.380624,7105.37,323.662,-6965.81,360.783,6965.81,6.27357,4.90479,1.12908,0.247578,1267.78,11146.7,92.2213,0.89694,0,0,5.11193,0.044141,1.63807,3,0,0,0,0,0,0,0,0,0,1.11825,0.249092,0.249092,1.11825,17.8869,-25.3692,2,0,-0.00489014,-4.65049,-1.35101,0,0,-0.0048725,-4.65367,-1.35125,0,0,0,0,28468.6,0,0,100,
22.1,0,1.15279,38092.6,-2.60557,24.4695,0.243363,3.79191,12.0382,0.105853,7.249,-11.0413,7.11589,-1.38468,-0.0674228,0.112079,0.380219,7141.11,327.603,-6968.91,361.089,6968.91,6.31057,4.93399,1.12756,0.247786,1267.29,11147,92.7067,0.895859,0,0,5.11011,0.0441544,1.64007,3,0,0,0,0,0,0,0,0,0,1.11505,0.247517,0.247517,1.11505,17.8392,-25.391,2,0,-0.00496897,-4.63579,-1.34923,0,0,-0.0049515,-4.63902,-1.34958,0,0,0,0,28435.6,0,0,100,
22.2,0,1.15375,38140.9,-2.61717,24.5037,0.100917,3.83071,12.0492,0.107198,7.23102,-11.0668,7.09772,-1.38443,-0.0676031,0.107722,0.378276,7176.88,331.57,-6972.02,361.395,6972.02,6.34758,4.96291,1.12595,0.247938,1266.81,11147.4,93.1921,0.894765,0,0,5.10821,0.0441681,1.64215,3,0,0,0,0,0,0,0,0,0,1.11313,0.247685,0.247685,1.11313,17.8196,-25.4255,2,0,-0.00504579,-4.62144,-1.34798,0,0,-0.00502888,-4.62464,-1.34825,0,0,0,0,28402.5,0,0,100,
22.3,0,1.15471,38189.1,-2.65696,24.5941,-0.334893,3.86932,12.0596,0.108494,7.21312,-11.0914,7.07938,-1.38401,-0.0677195,0.102923,0.376427,7212.68,335.564,-6975.16,361.701,6975.16,6.38458,4.99154,1.12435,0.248058,1266.32,11147.7,93.6775,0.893673,0,0,5.1063,0.0441817,1.64423,3,0,0,0,0,0,0,0,0,0,1.1112,0.247853,0.247853,1.1112,17.8002,-25.4597,2,0,-0.00512082,-4.60715,-1.34672,0,0,-0.00510418,-4.61034,-1.34701,0,0,0,0,28369.3,0,0,100,
22.4,0,1.15568,38237.1,-2.63482,24.5605,-0.120664,3.90776,12.0696,0.109754,7.19466,-11.1152,7.06085,-1.38345,-0.0677631,0.0981364,0.375044,7248.5,339.584,-6978.32,362.007,6978.32,6.42158,5.01988,1.12262,0.24813,1265.84,11148.1,94.1629,0.892559,0,0,5.10429,0.0441957,1.64644,3,0,0,0,0,0,0,0,0,0,1.10927,0.24802,0.24802,1.10927,17.7809,-25.4936,2,0,-0.00519513,-4.59265,-1.34533,0,0,-0.00517859,-4.59591,-1.34565,0,0,0,0,28336.2,0,0,100,
22.5,0,1.15664,38285.1,-2.58772,24.4779,0.348529,3.94608,12.0791,0.110994,7.17639,-11.1387,7.04215,-1.3828,-0.0677591,0.0935192,0.374135,7284.35,343.631,-6981.49,362.312,6981.49,6.45856,5.0479,1.12093,0.248205,1265.35,11148.4,94.6483,0.891452,0,0,5.10229,0.0442096,1.64862,3,0,0,0,0,0,0,0,0,0,1.10734,0.248188,0.248188,1.10734,17.7616,-25.5271,2,0,-0.00526919,-4.57804,-1.34381,0,0,-0.00525266,-4.58127,-1.34415,0,0,0,0,28303,0,0,100,
22.6,0,1.1576,38332.8,-2.61879,24.5504,0.00880235,3.98433,12.0882,0.112226,7.15752,-11.1622,7.02328,-1.38209,-0.0677246,0.0887511,0.373502,7320.22,347.703,-6984.69,362.617,6984.69,6.49553,5.07561,1.1191,0.248244,1264.87,11148.8,95.1337,0.89032,0,0,5.10016,0.0442239,1.65095,3,0,0,0,0,0,0,0,0,0,1.10541,0.248356,0.248356,1.10541,17.7423,-25.5603,2,0,-0.00534336,-4.56333,-1.34224,0,0,-0.00532689,-4.56668,-1.34261,0,0,0,0,28269.9,0,0,100,
22.7,0,1.15857,38380.6,-2.63152,24.5864,-0.139576,4.02253,12.0968,0.113458,7.13878,-11.1859,7.00429,-1.38138,-0.0677041,0.0843964,0.373264,7356.13,351.803,-6987.91,362.923,6987.91,6.53247,5.103,1.1173,0.248297,1264.38,11149.1,95.6191,0.889193,0,0,5.09805,0.0442382,1.65327,3,0,0,0,0,0,0,0,0,0,1.10348,0.248523,0.248523,1.10348,17.7231,-25.5932,2,0,-0.00541725,-4.54845,-1.34058,0,0,-0.00540076,-4.55177,-1.34095,0,0,0,0,28236.7,0,0,100,
22.8,0,1.15953,38428.2,-2.65234,24.6381,-0.368164,4.06072,12.1049,0.114693,7.1201,-11.21,6.98517,-1.38067,-0.0676985,0.0800007,0.373184,7392.05,355.928,-6991.15,363.228,6991.15,6.5694,5.13007,1.1155,0.248358,1263.9,11149.5,96.1046,0.888067,0,0,5.09593,0.0442523,1.65558,3,0,0,0,0,0,0,0,0,0,1.10154,0.24869,0.24869,1.10154,17.7038,-25.6258,2,0,-0.00549106,-4.53358,-1.33894,0,0,-0.00547459,-4.53688,-1.3393,0,0,0,0,28203.5,0,0,100,
22.9,0,1.16049,38475.7,-2.63251,24.6103,-0.18468,4.0989,12.1126,0.115933,7.10093,-11.2346,6.96595,-1.38,-0.0677248,0.0759347,0.373325,7428,360.08,-6994.41,363.532,6994.41,6.60632,5.15681,1.11359,0.248401,1263.41,11149.9,96.59,0.886921,0,0,5.0937,0.0442669,1.65802,3,0,0,0,0,0,0,0,0,0,1.09961,0.248858,0.248858,1.09961,17.6845,-25.658,2,0,-0.00556451,-4.51851,-1.33728,0,0,-0.0055482,-4.52189,-1.33766,0,0,0,0,28170.2,0,0,100,
23,0,1.16146,38523.1,-2.62668,24.61,-0.143642,4.13711,12.12,0.117178,7.08187,-11.2599,6.94666,-1.37937,-0.067782,0.0719908,0.373579,7463.98,364.259,-6997.68,363.837,6997.68,6.64321,5.18322,1.11168,0.248461,1262.92,11150.2,97.0754,0.885779,0,0,5.09148,0.0442814,1.66044,3,0,0,0,0,0,0,0,0,0,1.09767,0.249025,0.249025,1.09767,17.6651,-25.69,2,0,-0.00563766,-4.50343,-1.33565,0,0,-0.00562141,-4.50682,-1.33602,0,0,0,0,28137,0,0,100,
23.1,0,1.16242,38570.4,-2.62274,24.6135,-0.122186,4.17538,12.1269,0.118433,7.06278,-11.2861,6.92731,-1.37883,-0.0678717,0.0679983,0.374996,7499.99,368.464,-7000.98,364.142,7000.98,6.68009,5.20929,1.10978,0.24849,1262.44,11150.6,97.5608,0.884635,0,0,5.08924,0.0442959,1.66289,3,0,0,0,0,0,0,0,0,0,1.09483,0.252132,0.252132,1.09483,17.6417,-25.7163,2,0,-0.00571072,-4.48791,-1.33525,0,0,-0.00569432,-4.49134,-1.33542,0,0,0,0,28103.7,0,0,100,
23.2,0,1.16338,38617.6,-2.60438,24.5895,0.0414592,4.21394,12.1334,0.119743,7.04364,-11.315,6.90786,-1.3786,-0.0680054,0.0633494,0.37894,7536.02,372.696,-7004.29,364.446,7004.29,6.71695,5.23502,1.10783,0.248607,1261.95,11151,98.0462,0.883488,0,0,5.08697,0.0443105,1.66536,3,0,0,0,0,0,0,0,0,0,1.09288,0.252307,0.252307,1.09288,17.622,-25.7477,2,0,-0.00578634,-4.47263,-1.33405,0,0,-0.00576923,-4.47605,-1.33434,0,0,0,0,28070.4,0,0,100,
23.3,0,1.16434,38664.8,-2.62284,24.6362,-0.158774,4.25291,12.1394,0.121124,7.02453,-11.3476,6.88829,-1.37877,-0.068255,0.0589346,0.382693,7572.07,376.954,-7007.63,364.751,7007.63,6.75381,5.26042,1.10587,0.24882,1261.47,11151.4,98.5316,0.882342,0,0,5.0847,0.044325,1.66783,3,0,0,0,0,0,0,0,0,0,1.09094,0.252483,0.252483,1.09094,17.6019,-25.7789,2,0,-0.00586398,-4.45734,-1.3329,0,0,-0.00584661,-4.46075,-1.33314,0,0,0,0,28037.1,0,0,100,
23.4,0,1.16531,38711.8,-2.63278,24.6666,-0.273654,4.29222,12.145,0.12255,7.00544,-11.3831,6.86863,-1.37928,-0.0686314,0.0547166,0.385639,7608.16,381.239,-7010.98,365.055,7010.98,6.79069,5.28547,1.10389,0.249095,1260.98,11151.7,99.017,0.881196,0,0,5.08241,0.0443396,1.67031,3,0,0,0,0,0,0,0,0,0,1.08899,0.252659,0.252659,1.08899,17.5815,-25.8097,2,0,-0.00594182,-4.44204,-1.33203,0,0,-0.00592449,-4.44545,-1.3322,0,0,0,0,28003.8,0,0,100,
23.5,0,1.16627,38758.8,-2.59329,24.6027,0.09283,4.3318,12.1502,0.123993,6.98615,-11.421,6.84892,-1.38004,-0.069107,0.0509701,0.387916,7644.27,385.55,-7014.36,365.36,7014.36,6.82758,5.31017,1.10186,0.249403,1260.5,11152.1,99.5025,0.879995,0,0,5.07965,0.0443542,1.67286,3,0,0,0,0,0,0,0,0,0,1.08705,0.252834,0.252834,1.08705,17.5607,-25.8403,2,0,-0.00601868,-4.42632,-1.33135,0,0,-0.00600163,-4.42983,-1.33148,0,0,0,0,27970.4,0,0,100,
23.6,0,1.16723,38805.6,-2.60614,24.6388,-0.0505199,4.37158,12.1551,0.12543,6.96695,-11.4606,6.82915,-1.38098,-0.0696159,0.0467849,0.389482,7680.4,389.889,-7017.75,365.664,7017.75,6.86451,5.33452,1.09984,0.249746,1260.01,11152.5,99.9879,0.87878,0,0,5.07674,0.0443688,1.67539,3,0,0,0,0,0,0,0,0,0,1.0851,0.25301,0.25301,1.0851,17.5396,-25.8707,2,0,-0.00609455,-4.41078,-1.33085,0,0,-0.00607774,-4.41424,-1.33095,0,0,0,0,27937,0,0,100,
23.7,0,1.1682,38852.4,-2.59055,24.6208,0.0806919,4.41148,12.1594,0.126849,6.94774,-11.5015,6.80932,-1.38203,-0.0701137,0.0428261,0.39051,7716.56,394.254,-7021.15,365.968,7021.15,6.90146,5.35852,1.09779,0.250106,1259.53,11152.9,100.473,0.877563,0,0,5.0738,0.0443834,1.67794,3,0,0,0,0,0,0,0,0,0,1.08314,0.253187,0.253187,1.08314,17.5183,-25.9008,2,0,-0.00616944,-4.39525,-1.33046,0,0,-0.00615282,-4.39871,-1.33054,0,0,0,0,27903.6,0,0,100,
23.8,0,1.16916,38899.1,-2.58769,24.6272,0.0887469,4.45147,12.1635,0.128239,6.92851,-11.5431,6.78946,-1.38314,-0.0705667,0.0392131,0.391102,7752.75,398.645,-7024.58,366.272,7024.58,6.93845,5.38217,1.09572,0.250475,1259.04,11153.2,100.959,0.876344,0,0,5.07084,0.044398,1.68051,3,0,0,0,0,0,0,0,0,0,1.08119,0.253363,0.253363,1.08119,17.497,-25.9306,2,0,-0.00624353,-4.3797,-1.33014,0,0,-0.00622708,-4.38317,-1.33021,0,0,0,0,27870.2,0,0,100,
23.9,0,1.17012,38945.8,-2.57263,24.6106,0.212406,4.4915,12.1671,0.129598,6.90933,-11.5851,6.76959,-1.38427,-0.0709466,0.0356964,0.391266,7788.96,403.064,-7028.03,366.577,7028.03,6.97547,5.40546,1.09365,0.250846,1258.56,11153.6,101.444,0.875126,0,0,5.06789,0.0444127,1.68307,3,0,0,0,0,0,0,0,0,0,1.07924,0.253539,0.253539,1.07924,17.4755,-25.9602,2,0,-0.00631719,-4.36424,-1.32987,0,0,-0.00630089,-4.36774,-1.32995,0,0,0,0,27836.8,0,0,100,
24,0,1.17109,38992.3,-2.58181,24.6398,0.105792,4.53154,12.1705,0.130927,6.89007,-11.6272,6.74976,-1.38539,-0.0712744,0.0328796,0.391317,7825.19,407.509,-7031.49,366.881,7031.49,7.01252,5.42839,1.09156,0.25121,1258.07,11154,101.93,0.873904,0,0,5.06489,0.0444274,1.68567,3,0,0,0,0,0,0,0,0,0,1.07728,0.253716,0.253716,1.07728,17.4539,-25.9897,2,0,-0.00639003,-4.34862,-1.32954,0,0,-0.00637382,-4.35208,-1.32961,0,0,0,0,27803.3,0,0,100,
24.1,0,1.17205,39038.7,-2.58732,24.6621,0.0345913,4.57157,12.1735,0.132226,6.87091,-11.6692,6.73,-1.38648,-0.0715308,0.029461,0.391041,7861.46,411.982,-7034.97,367.185,7034.97,7.04961,5.45097,1.0895,0.251571,1257.59,11154.4,102.415,0.872686,0,0,5.06191,0.044442,1.68826,3,0,0,0,0,0,0,0,0,0,1.07331,0.253704,0.253704,1.07331,17.4013,-26.0991,2,0,-0.00646254,-4.33228,-1.32914,0,0,-0.00644641,-4.33586,-1.32922,0,0,0,0,27769.9,0,0,100,
24.2,0,1.17302,39085.2,-2.53964,24.5846,0.460793,4.61155,12.1761,0.133495,6.85206,-11.711,6.71013,-1.3875,-0.071715,0.0242174,0.390364,7897.75,416.482,-7038.46,367.489,7038.46,7.08672,5.4732,1.08749,0.251937,1257.1,11154.8,102.9,0.871479,0,0,5.05897,0.0444565,1.69079,3,0,0,0,0,0,0,0,0,0,1.07135,0.253878,0.253878,1.07135,17.3797,-26.1282,2,0,-0.00653463,-4.31671,-1.32878,0,0,-0.00651858,-4.32013,-1.32886,0,0,0,0,27736.4,0,0,100,
24.3,0,1.17398,39131.4,-2.59064,24.6924,-0.0342415,4.65145,12.1782,0.134734,6.83226,-11.7527,6.69012,-1.38844,-0.0718604,0.0195908,0.38976,7934.06,421.008,-7041.98,367.793,7041.98,7.12386,5.49506,1.08524,0.252239,1256.61,11155.2,103.386,0.87023,0,0,5.05582,0.0444717,1.69355,3,0,0,0,0,0,0,0,0,0,1.06939,0.254053,0.254053,1.06939,17.3582,-26.157,2,0,-0.00660573,-4.30093,-1.32829,0,0,-0.00658996,-4.30445,-1.32841,0,0,0,0,27702.9,0,0,100,
24.4,0,1.17495,39177.7,-2.57032,24.6665,0.134733,4.6913,12.1799,0.135949,6.81281,-11.794,6.67004,-1.3893,-0.0719612,0.0153873,0.389122,7970.4,425.562,-7045.51,368.098,7045.51,7.16102,5.51655,1.08307,0.252551,1256.13,11155.6,103.871,0.868995,0,0,5.05273,0.0444866,1.69624,3,0,0,0,0,0,0,0,0,0,1.06742,0.254227,0.254227,1.06742,17.3367,-26.1855,2,0,-0.00667624,-4.28521,-1.32774,0,0,-0.00666057,-4.28872,-1.32787,0,0,0,0,27669.3,0,0,100,
24.5,0,1.17591,39223.9,-2.52269,24.5898,0.552971,4.73107,12.1811,0.137143,6.79381,-11.8351,6.64991,-1.39008,-0.0720106,0.0113438,0.388368,8006.77,430.143,-7049.05,368.402,7049.05,7.19821,5.53768,1.08099,0.252874,1255.64,11156,104.357,0.867779,0,0,5.04972,0.0445013,1.69884,3,0,0,0,0,0,0,0,0,0,1.06545,0.254401,0.254401,1.06545,17.3152,-26.2137,2,0,-0.00674648,-4.26966,-1.32716,0,0,-0.00673083,-4.27308,-1.32729,0,0,0,0,27635.8,0,0,100,
24.6,0,1.17688,39270,-2.52584,24.6081,0.502404,4.77075,12.1819,0.138315,6.77405,-11.8755,6.62968,-1.39075,-0.0719926,0.00705251,0.387388,8043.16,434.751,-7052.62,368.706,7052.62,7.23542,5.55845,1.07871,0.253128,1255.16,11156.4,104.842,0.866528,0,0,5.04653,0.0445165,1.70163,3,0,0,0,0,0,0,0,0,0,1.06349,0.254574,0.254574,1.06349,17.2938,-26.2416,2,0,-0.00681686,-4.25422,-1.3266,0,0,-0.00680145,-4.25786,-1.32678,0,0,0,0,27602.2,0,0,100,
24.7,0,1.17784,39316.1,-2.4941,24.5616,0.769804,4.81035,12.1824,0.139473,6.75506,-11.9156,6.60948,-1.39134,-0.071975,0.00361288,0.386667,8079.58,439.387,-7056.2,369.01,7056.2,7.27264,5.57886,1.07662,0.253417,1254.67,11156.8,105.327,0.86531,0,0,5.04349,0.0445312,1.70425,3,0,0,0,0,0,0,0,0,0,1.06151,0.254748,0.254748,1.06151,17.2723,-26.2692,2,0,-0.0068863,-4.23871,-1.32587,0,0,-0.00687077,-4.24221,-1.32603,0,0,0,0,27568.6,0,0,100,
24.8,0,1.17881,39362.1,-2.49979,24.5848,0.695453,4.8499,12.1825,0.14062,6.73529,-11.9551,6.58937,-1.39187,-0.0719873,0.00156879,0.386356,8116.02,444.05,-7059.79,369.315,7059.79,7.30987,5.59888,1.07435,0.25365,1254.19,11157.2,105.813,0.864056,0,0,5.04028,0.0445465,1.70706,3,0,0,0,0,0,0,0,0,0,1.05954,0.254921,0.254921,1.05954,17.251,-26.2967,2,0,-0.00695451,-4.22278,-1.32495,0,0,-0.00693921,-4.22626,-1.32514,0,0,0,0,27535,0,0,100,
24.9,0,1.17977,39407.8,-2.58237,24.7505,-0.0711865,4.88943,12.1826,0.14176,6.71504,-11.9944,6.5695,-1.39239,-0.0720373,0.00073062,0.386383,8152.49,448.74,-7063.4,369.619,7063.4,7.3471,5.6185,1.07198,0.253845,1253.7,11157.6,106.298,0.862781,0,0,5.03694,0.0445623,1.70999,3,0,0,0,0,0,0,0,0,0,1.05757,0.255096,0.255096,1.05757,17.2296,-26.3242,2,0,-0.00702157,-4.20656,-1.32386,0,0,-0.00700665,-4.21012,-1.3241,0,0,0,0,27501.4,0,0,100,
25,0,1.18074,39453.7,-2.54466,24.6932,0.24832,4.92894,12.1825,0.142894,6.69606,-12.0333,6.54988,-1.39289,-0.0720473,-0.000880359,0.386053,8188.99,453.458,-7067.03,369.923,7067.03,7.38435,5.63775,1.06985,0.254095,1253.22,11158,106.784,0.861561,0,0,5.03386,0.044577,1.71265,3,0,0,0,0,0,0,0,0,0,1.05559,0.25527,0.25527,1.05559,17.2082,-26.3517,2,0,-0.00708907,-4.19104,-1.32291,0,0,-0.00707399,-4.19446,-1.32311,0,0,0,0,27467.8,0,0,100,
25.1,0,1.18171,39499.5,-2.57672,24.7651,-0.058136,4.9684,12.1823,0.144017,6.6771,-12.0715,6.53052,-1.39333,-0.0720316,0.000259246,0.385045,8225.51,458.203,-7070.67,370.228,7070.67,7.4216,5.65664,1.06759,0.254345,1252.73,11158.4,107.269,0.86034,0,0,5.03077,0.0445918,1.71532,3,0,0,0,0,0,0,0,0,0,1.06163,0.253775,0.253775,1.06163,17.1156,-26.2204,2,0,-0.00715643,-4.17901,-1.32129,0,0,-0.0071415,-4.18189,-1.32161,0,0,0,0,27434.1,0,0,100,
