1 input_2_1 AGM6 Test Case.asc  ' AGM6 ' Feb 17 2025 12:34:49
  0  0 69
time,lconv,vmach,pdynmc,VAEL1,VAEL2,VAEL3,psiblx,thtblx,phiblx,alppx,phipx,alphax,betax,ppx,qqx,rrx,SBEL1,SBEL2,SBEL3,dvbe,hbe,psivlx,thtvlx,anx,ayx,vmass,thrust,fmasse,stmarg,realq1,realq2,wnq,zetq,gavail,gmax,trcond,epy,epz,thtpb,psipb,ththb,phihb,sigdpy,sigdpz,ancomx,alcomx,all,ann,psiobcx,thtobcx,wacl,phicomx,dpcx,dqcx,drcx,qqcomx,rrcomx,dpx,dqx,drx,miss,MISS_P1,MISS_P2,MISS_P3,dbt,psiplx,thtplx,critmax,
1,0,0.936674,25062.7,-1.6288,15.7555,-0.132655,-2.42575,-1.41556,0.0303413,0.62772,-49.2472,0.418376,-0.485487,-0.072676,-2.15973,-3.21397,292.512,0.345091,-6995.28,291.888,6995.28,0.136654,-1.84598,0.0349827,0.0373788,1360,0,0,0.532636,0,0,2.73783,0.0495673,2.2001,2.25652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.00117561,-0.131523,-0.208518,0,0,-0.0013284,-0.135409,-0.212701,0,0,0,0,34888.7,0,0,100,
1.1,0,0.936788,25072,-1.74689,16.3024,0.186344,-2.74012,-1.63183,0.0307123,0.490635,-40.7401,0.385898,-0.332389,-0.0895566,-2.16579,-3.05859,321.679,0.416537,-6994.29,291.794,6994.29,0.143652,-2.03209,0.0307089,0.0247283,1360,0,0,0.531998,0,0,2.73206,0.0495715,2.21333,2.25745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.000558795,-0.111086,-0.187576,0,0,-0.000683637,-0.116817,-0.19317,0,0,0,0,34861,0,0,100,
1.2,0,0.936876,25080.2,-1.82469,17.1612,0.157669,-3.03732,-1.84826,0.0303794,0.373165,-27.3096,0.353952,-0.182762,-0.0991968,-2.1672,-2.8703,350.834,0.490935,-6993.21,291.702,6993.21,0.148388,-2.21899,0.0269224,0.0123879,1360,0,0,0.531401,0,0,2.7267,0.0495759,2.22469,2.25826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.000139559,-0.0903608,-0.169165,0,0,-0.000208949,-0.0936709,-0.172074,0,0,0,0,34833.3,0,0,100,
1.3,0,0.936941,25087.6,-1.90841,17.8943,0.402242,-3.31312,-2.0652,0.0299195,0.299616,-7.50327,0.322107,-0.0424248,-0.10021,-2.17919,-2.62247,379.976,0.567115,-6992.03,291.613,6992.03,0.150769,-2.40656,0.0244479,-0.000237847,1360,0,0,0.531007,0,0,2.72325,0.0495802,2.23201,2.25897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3.06557e-05,-0.0705097,-0.146121,0,0,-2.59896e-05,-0.0755699,-0.153006,0,0,0,0,34805.6,0,0,100,
1.4,0,0.936984,25094,-1.96161,18.64,0.196121,-3.56059,-2.28416,0.0297204,0.269443,15.5594,0.288742,0.0803975,-0.0951889,-2.19928,-2.30942,409.105,0.643877,-6990.76,291.527,6990.76,0.150872,-2.59467,0.0210903,-0.0110448,1360,0,0,0.530847,0,0,2.72199,0.049584,2.23534,2.25959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.000176539,-0.0717566,-0.0890697,0,0,-0.000135101,-0.0728667,-0.105834,0,0,0,0,34777.9,0,0,100,
1.5,0,0.93701,25099.8,-2.01859,19.4559,0.410064,-3.77749,-2.50439,0.0296677,0.300658,35.697,0.25444,0.182812,-0.0912901,-2.21647,-2.02779,438.221,0.720226,-6989.39,291.443,6989.39,0.149386,-2.78314,0.0208478,-0.0185218,1360,0,0,0.531044,0,0,2.72408,0.0495871,2.23306,2.26013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.000300927,-0.0426459,-0.0329668,0,0,-0.000286636,-0.0440547,-0.0445256,0,0,0,0,34750.2,0,0,100,
1.6,0,0.937018,25105.1,-2.06208,20.1462,0.372426,-3.96903,-2.72872,0.0293527,0.345341,51.2498,0.216154,0.269318,-0.092277,-2.27319,-1.79636,467.324,0.795485,-6987.93,291.362,6987.93,0.146745,-2.97172,0.0193536,-0.0250635,1360,0,0,0.531307,0,0,2.72678,0.0495902,2.22951,2.26061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.000220667,-0.0530537,-0.0121169,0,0,-0.000256584,-0.0497637,-0.0128285,0,0,0,0,34722.5,0,0,100,
1.7,0,0.937008,25109.6,-2.11057,20.4774,0.164456,-4.13801,-2.9576,0.0284046,0.371724,63.0466,0.173811,0.341806,-0.0952982,-2.29809,-1.571,496.415,0.869083,-6986.37,291.284,6986.37,0.143015,-3.16086,0.0151638,-0.0296802,1360,0,0,0.531452,0,0,2.72841,0.0495939,2.22753,2.26101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.61747e-06,-0.0813411,0.017155,0,0,-4.69768e-05,-0.0723019,0.00248057,0,0,0,0,34694.8,0,0,100,
1.8,0,0.936986,25113.8,-2.17083,20.5345,-0.0155783,-4.28544,-3.18591,0.0267817,0.409858,71.6593,0.132871,0.400802,-0.0955784,-2.26288,-1.369,525.492,0.940587,-6984.72,291.208,6984.72,0.138644,-3.35092,0.0114656,-0.0340729,1360,0,0,0.531653,0,0,2.73059,0.0495976,2.22445,2.26138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0002087,-0.0750189,0.0249696,0,0,0.000170382,-0.0794614,0.0268106,0,0,0,0,34667.1,0,0,100,
1.9,0,0.936953,25117.8,-2.21696,20.8396,-0.0275831,-4.4117,-3.41013,0.0246485,0.447264,77.7701,0.0966039,0.445676,-0.0923692,-2.22173,-1.14251,554.557,1.00962,-6982.97,291.136,6982.97,0.133394,-3.54158,0.00845958,-0.038217,1360,0,0,0.531841,0,0,2.73265,0.0496015,2.22141,2.26171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.00033375,-0.0634722,0.0417341,0,0,0.000312487,-0.0654729,0.0358346,0,0,0,0,34639.3,0,0,100,
2,0,0.936909,25121.5,-2.24468,21.357,0.00589604,-4.51561,-3.62987,0.0220825,0.471442,82.1591,0.0653899,0.474829,-0.085957,-2.17142,-0.930735,583.608,1.07581,-6981.12,291.066,6981.12,0.127632,-3.73283,0.00552937,-0.040191,1360,0,0,0.53195,0,0,2.734,0.0496058,2.21952,2.26201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000382426,-0.0511526,0.0686032,0,0,0.000378177,-0.0543427,0.0624153,0,0,0,0,34611.6,0,0,100,
2.1,0,0.936858,25125.1,-2.27092,21.7856,0.0127999,-4.59988,-3.84437,0.0193464,0.486661,85.3498,0.0399043,0.490577,-0.07745,-2.11891,-0.74942,612.646,1.13898,-6979.18,291,6979.18,0.12165,-3.92459,0.00326442,-0.041326,1360,0,0,0.532008,0,0,2.73487,0.0496104,2.21843,2.26229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000366057,-0.0348508,0.0836079,0,0,0.000373811,-0.0383448,0.0801349,0,0,0,0,34583.9,0,0,100,
