1 input_2_1 AGM6 Test Case.asc  Feb 17 2025 12:34:45
  0  0 53
time,vmach_m1,psiblx_m1,thtblx_m1,phiblx_m1,SBEL1_m1,SBEL2_m1,SBEL3_m1,VBEL1_m1,VBEL2_m1,VBEL3_m1,mseek_m1,mach_t1,SAEL1_t1,SAEL2_t1,SAEL3_t1,VAEL1_t1,VAEL2_t1,VAEL3_t1,psivlx_t1,thtvlx_t1,alt_t1,aax_t1,alx_t1,anx_t1,mach_a1,SAEL1_a1,SAEL2_a1,SAEL3_a1,VAEL1_a1,VAEL2_a1,VAEL3_a1,psivlx_a1,thtvlx_a1,alt_a1,STCEL11_a1,STCEL12_a1,STCEL13_a1,VTCEL11_a1,VTCEL12_a1,VTCEL13_a1,STCEL21_a1,STCEL22_a1,STCEL23_a1,VTCEL21_a1,VTCEL22_a1,VTCEL23_a1,STCEL31_a1,STCEL32_a1,STCEL33_a1,VTCEL31_a1,VTCEL32_a1,VTCEL33_a1,
54,1.49914,16.8176,-2.71288,-0.0588568,19924.1,3176.14,-7814.83,445.904,148.805,29.1455,2,0.0147101,33130.2,9777.83,-100,4.36308,-2.44224,0,-29.238,-0,100,0,0.01,1,0.962825,16054.5,0,-6734.06,301.72,0,5.04397,0,-0.957746,6734.06,33133.7,9739.95,-59.8829,4.5551,-2.08403,0.036794,0,0,0,0,0,0,0,0,0,0,0,0,
55,1.49551,17.261,-3.94018,-0.0679398,20370,3326.78,-7781.67,443.508,151.727,37.1097,2,0.0147101,33134.6,9775.43,-100,4.4102,-2.35609,0,-28.1127,-0,100,0,0.01,1,0.963283,16356.3,0,-6729.01,301.884,0,5.04671,0,-0.957746,6729.01,33125.6,9771.45,-83.3427,4.92141,-2.25455,-0.350372,0,0,0,0,0,0,0,0,0,0,0,0,
56,1.47625,17.7411,-5.08123,-0.0657178,20809.9,3479.23,-7740.58,436.333,153.178,45.0697,2,0.0147101,33139.1,9773.12,-100,4.45562,-2.26903,0,-26.9875,-0,100,0,0.01,1,0.963742,16658.3,0,-6723.96,302.048,0,5.04945,0,-0.957746,6723.96,33124.8,9786.01,-83.7807,4.49031,-2.204,-0.119269,0,0,0,0,0,0,0,0,0,0,0,0,
57,1.45794,18.1798,-6.13285,-0.0632462,21242.7,3633.13,-7691.55,429.319,154.622,52.9852,2,0.0147101,33143.5,9770.9,-100,4.49932,-2.1811,0,-25.8623,-0,100,0,0.01,1,0.964199,16960.4,0,-6718.91,302.212,0,5.05219,0,-0.957746,6718.91,33129,9792.61,-99.669,4.04878,-2.86764,-0.605121,0,0,0,0,0,0,0,0,0,0,0,0,
58,1.44057,18.5737,-7.18274,-0.0596105,21668.6,3788.44,-7634.67,422.49,155.976,60.7507,2,0.0147101,33148.1,9768.76,-100,4.54129,-2.09233,0,-24.7372,-0,100,0,0.01,1,0.964657,17262.7,0,-6713.86,302.376,0,5.05493,0,-0.957746,6713.86,33138.9,9758.6,-71.6011,4.38649,-2.09296,-0.221896,0,0,0,0,0,0,0,0,0,0,0,0,
59,1.42408,18.953,-8.25996,-0.0556458,22087.8,3945.04,-7570.08,415.846,157.198,68.3979,2,0.0147101,33152.6,9766.71,-100,4.5815,-2.00275,0,-23.612,-0,100,0,0.01,1,0.965115,17565.2,0,-6708.8,302.539,0,5.05766,0,-0.957746,6708.8,33155.5,9747.69,-85.8253,4.29024,-1.93598,0.627555,0,0,0,0,0,0,0,0,0,0,0,0,
60,1.40845,19.3428,-9.3508,-0.0535583,22500.4,4102.8,-7497.9,409.366,158.308,75.96,2,0.0147101,33157.2,9764.75,-100,4.61995,-1.91239,0,-22.4868,-0,100,0,0.01,1,0.965573,17867.8,0,-6703.74,302.703,0,5.0604,0,-0.957746,6703.74,33163.1,9752.34,-100.727,4.46969,-1.73306,1.11526,0,0,0,0,0,0,0,0,0,0,0,0,
61,1.39362,19.7261,-10.4344,-0.0507165,22906.6,4261.63,-7418.19,403.029,159.335,83.4261,2,0.0147101,33161.9,9762.89,-100,4.65661,-1.8213,0,-21.3616,-0,100,0,0.01,1,0.96603,18170.6,0,-6698.68,302.867,0,5.06314,0,-0.957746,6698.68,33161.1,9760.82,-98.8578,5.38606,-2.07126,0.782127,0,0,0,0,0,0,0,0,0,0,0,0,
62,1.37956,20.1205,-11.5362,-0.0509046,23306.5,4421.44,-7331.08,396.829,160.277,90.7854,2,0.0147101,33166.5,9761.11,-100,4.69148,-1.72951,0,-20.2364,-0,100,0,0.01,1,0.966488,18473.5,0,-6693.62,303.031,0,5.06588,0,-0.957746,6693.62,33165.2,9763.01,-106.389,4.85137,-1.74351,0.641408,0,0,0,0,0,0,0,0,0,0,0,0,
63,1.36622,20.521,-12.6873,-0.049595,23700.3,4582.17,-7236.64,390.732,161.168,98.0974,2,0.0147101,33171.2,9759.43,-100,4.72454,-1.63705,0,-19.1112,-0,100,0,0.01,1,0.966945,18776.6,0,-6688.55,303.194,0,5.06861,0,-0.957746,6688.55,33177,9747.23,-106.399,3.71419,-1.9538,0.0368075,0,0,0,0,0,0,0,0,0,0,0,0,
64,1.35359,20.9226,-13.8381,-0.0493598,24088,4743.75,-7134.89,384.722,161.995,105.401,2,0.0147101,33176,9757.84,-100,4.75578,-1.54396,0,-17.986,-0,100,0,0.01,1,0.967402,19079.9,0,-6683.48,303.358,0,5.07135,0,-0.957746,6683.48,33178.4,9747.44,-98.3295,3.9416,-1.45858,-1.2129,0,0,0,0,0,0,0,0,0,0,0,0,
65,1.34162,21.3245,-14.989,-0.0485643,24469.7,4906.14,-7025.86,378.795,162.773,112.644,2,0.0147101,33180.8,9756.34,-100,4.78518,-1.45027,0,-16.8608,-0,100,0,0.01,1,0.96786,19383.3,0,-6678.41,303.522,0,5.07409,0,-0.957746,6678.41,33196.2,9747.11,-127.799,4.12872,-1.09149,-0.0693331,0,0,0,0,0,0,0,0,0,0,0,0,
66,1.3303,21.7206,-16.1746,-0.0475596,24845.6,5069.28,-6909.61,372.941,163.486,119.853,2,0.0147101,33185.6,9754.94,-100,4.81274,-1.35602,0,-15.7356,-0,100,0,0.01,1,0.968317,19686.9,0,-6673.33,303.686,0,5.07683,0,-0.957746,6673.33,33183.8,9759.17,-105.88,4.599,-1.22874,-0.307431,0,0,0,0,0,0,0,0,0,0,0,0,
67,1.31958,22.0901,-17.4217,-0.0416049,25215.6,5233.09,-6786.15,367.14,164.108,127.088,2,0.0147102,33190.4,9753.63,-100,4.83844,-1.26126,0,-14.6104,-0,100,0,0.01,1,0.968774,19990.7,0,-6668.25,303.849,0,5.07957,0,-0.957746,6668.25,33183.1,9755.33,-91.5531,4.79322,-1.68537,0.817667,0,0,0,0,0,0,0,0,0,0,0,0,
68,1.30947,22.4499,-18.6606,-0.0396656,25579.9,5397.45,-6655.41,361.387,164.596,134.388,2,0.0147102,33195.2,9752.41,-100,4.86228,-1.166,0,-13.4852,-0,100,0,0.01,1,0.969231,20294.6,0,-6663.17,304.013,0,5.0823,0,-0.957746,6663.17,33195.9,9745.04,-100.004,5.06415,-1.26948,-0.417083,0,0,0,0,0,0,0,0,0,0,0,0,
69,1.29991,22.8439,-19.8984,-0.0439217,25938.4,5562.25,-6517.38,355.679,164.995,141.665,2,0.0147102,33200.1,9751.3,-100,4.88424,-1.07029,0,-12.36,-0,100,0,0.01,1,0.969688,20598.7,0,-6658.09,304.177,0,5.08504,0,-0.957746,6658.09,33185.1,9770.8,-106.896,4.91936,-2.03086,-0.892885,0,0,0,0,0,0,0,0,0,0,0,0,
70,1.29089,23.2331,-21.191,-0.0389664,26291.2,5727.42,-6372.07,349.975,165.337,148.962,2,0.0147102,33205,9750.27,-100,4.90432,-0.974176,0,-11.2348,-0,100,0,0.01,1,0.970144,20903,0,-6653,304.341,0,5.08778,0,-0.957746,6653,33199.8,9745.37,-88.4256,5.32396,-0.916059,0.550557,0,0,0,0,0,0,0,0,0,0,0,0,
71,1.28237,23.6152,-22.5106,-0.0375499,26638.4,5892.88,-6219.43,344.261,165.572,156.331,2,0.0147102,33209.9,9749.35,-100,4.9225,-0.877682,0,-10.1096,-0,100,0,0.01,1,0.970601,21207.4,0,-6647.91,304.505,0,5.09052,0,-0.957746,6647.91,33212.7,9739.79,-99.3291,4.21209,-1.05658,-0.69354,0,0,0,0,0,0,0,0,0,0,0,0,
72,1.27433,24.0012,-23.8358,-0.0350356,26979.8,6058.54,-6059.39,338.525,165.715,163.747,2,0.0147102,33214.8,9748.52,-100,4.93879,-0.78085,0,-8.9844,-0,100,0,0.01,1,0.971058,21512,0,-6642.82,304.668,0,5.09325,0,-0.957746,6642.82,33221.2,9743.4,-108.424,4.6656,-1.03416,0.0379444,0,0,0,0,0,0,0,0,0,0,0,0,
73,1.26674,24.3953,-25.1966,-0.035787,27315.4,6224.28,-5891.92,332.758,165.757,171.205,2,0.0147102,33219.8,9747.79,-100,4.95317,-0.683716,0,-7.85921,-0,100,0,0.01,1,0.971514,21816.8,0,-6637.73,304.832,0,5.09599,0,-0.957746,6637.73,33207.6,9749.26,-86.6712,5.01648,-1.06217,-0.101985,0,0,0,0,0,0,0,0,0,0,0,0,
74,1.25959,24.7577,-26.5987,-0.0248967,27645.3,6390.01,-5716.96,326.93,165.685,178.742,2,0.0147102,33224.8,9747.15,-100,4.96565,-0.586319,0,-6.73402,-0,100,0,0.01,1,0.97197,22121.7,0,-6632.63,304.996,0,5.09873,0,-0.957746,6632.63,33225.1,9727.42,-76.6071,5.13337,-0.717691,0.461976,0,0,0,0,0,0,0,0,0,0,0,0,
75,1.25284,25.1774,-27.9794,-0.0436529,27969.2,6555.6,-5534.42,321.045,165.471,186.34,2,0.0147102,33229.7,9746.61,-100,4.97621,-0.488695,0,-5.60883,-0,100,0,0.01,1,0.972427,22426.7,0,-6627.53,305.16,0,5.10147,0,-0.957746,6627.53,33215.4,9758.35,-104.089,5.18799,-0.778376,-0.336669,0,0,0,0,0,0,0,0,0,0,0,0,
76,1.24645,25.6964,-29.3394,-0.0586291,28287.3,6720.97,-5344.29,315.061,165.286,193.898,2,0.0147102,33234.7,9746.17,-100,4.98484,-0.390883,0,-4.48363,-0,100,0,0.01,1,0.972883,22732,0,-6622.43,305.323,0,5.10421,0,-0.957746,6622.43,33234.6,9755.62,-122.73,3.88706,0.151759,-0.973882,0,0,0,0,0,0,0,0,0,0,0,0,
77,1.2404,26.0523,-30.7159,-0.0122221,28599.3,6886.17,-5146.64,308.997,165.074,201.405,2,0.0147102,33239.7,9745.83,-100,4.99156,-0.29292,0,-3.35844,-0,100,0,0.01,1,0.973339,23037.4,0,-6617.32,305.487,0,5.10694,0,-0.957746,6617.32,33245.5,9731.83,-94.2243,6.52133,-0.0774356,-0.129271,0,0,0,0,0,0,0,0,0,0,0,0,
78,1.23469,26.3874,-32.2499,-0.0374544,28905.3,7051,-4941.47,302.923,164.536,208.961,2,0.0147102,33244.7,9745.59,-100,4.99635,-0.194844,0,-2.23325,-0,100,0,0.01,1,0.973795,23343,0,-6612.21,305.651,0,5.10968,0,-0.957746,6612.21,33236.1,9744.62,-91.8695,4.42908,-0.511997,1.06713,0,0,0,0,0,0,0,0,0,0,0,0,
79,1.22921,27.3177,-35.7388,-0.224824,29205,7215.19,-4728.54,295.996,163.84,217.467,4,0.0147102,33249.7,9745.44,-100,4.99922,-0.0966935,0,-1.10806,-0,100,0,0.01,1,0.974251,23648.7,0,-6607.1,305.815,0,5.11242,0,-0.957746,6607.1,33227.8,9749.46,-83.4352,4.05326,0.335453,1.00173,0,0,0,0,0,0,0,0,0,0,0,0,
80,1.22313,27.2532,-38.7919,-0.0316165,29496.1,7378.16,-4504.98,286.061,161.789,229.811,4,0.0147102,33254.7,9745.39,-100,5.00015,0.0014948,0,0.0171287,-0,100,0,0.01,1,0.974707,23954.6,0,-6601.99,305.979,0,5.11516,0,-0.957746,6601.99,33250,9733.64,-84.8989,4.53272,1.17388,0.506286,0,0,0,0,0,0,0,0,0,0,0,0,
81,1.21795,27.3941,-39.9302,-0.0640754,29777.5,7538.54,-4269.35,276.98,159.005,241.088,4,0.0147102,33259.7,9745.45,-100,4.99916,0.0996826,0,1.14232,-0,100,0,0.01,1,0.975163,24260.7,0,-6596.87,306.142,0,5.1179,0,-0.957746,6596.87,33257.4,9736.98,-93.0418,4.88075,0.940347,0.48957,0,0,0,0,0,0,0,0,0,0,0,0,
82,1.21365,27.7238,-41.0099,-0.078116,30050.5,7696.26,-4023.44,269.19,156.486,250.476,4,0.0147102,33264.7,9745.59,-100,4.99624,0.197832,0,2.26751,-0,100,0,0.01,1,0.975618,24566.9,0,-6591.75,306.306,0,5.12063,0,-0.957746,6591.75,33269.9,9746.19,-117.956,4.59491,0.260897,-0.150839,0,0,0,0,0,0,0,0,0,0,0,0,
83,1.20974,28.0987,-42.0923,-0.074019,30316.1,7851.61,-3768.79,262.1,154.243,258.662,4,0.0147102,33269.7,9745.84,-100,4.9914,0.295905,0,3.3927,-0,100,0,0.01,1,0.976074,24873.3,0,-6586.63,306.47,0,5.12337,0,-0.957746,6586.63,33255.3,9756.53,-100.099,3.66427,0.217623,-0.012689,0,0,0,0,0,0,0,0,0,0,0,0,
84,1.206,28.5127,-43.0762,-0.078757,30574.9,8004.83,-3506.43,255.521,152.229,265.916,4,0.0147103,33274.7,9746.19,-100,4.98463,0.393864,0,4.51788,-0,100,0,0.01,1,0.976529,25179.8,0,-6581.51,306.634,0,5.12611,0,-0.957746,6581.51,33266.3,9744.83,-96.1669,5.59094,-0.0307053,-0.534423,0,0,0,0,0,0,0,0,0,0,0,0,
85,1.2023,28.9794,-43.8853,-0.0852784,30827.3,8156.16,-3237.27,249.462,150.493,272.256,4,0.0147103,33279.6,9746.63,-100,4.97593,0.491671,0,5.64307,-0,100,0,0.01,1,0.976985,25486.5,0,-6576.38,306.797,0,5.12885,0,-0.957746,6576.38,33279,9739.14,-95.9564,4.92874,0.81437,-0.801014,0,0,0,0,0,0,0,0,0,0,0,0,
86,1.19853,29.4111,-44.5549,-0.0630279,31074,8305.92,-2962.23,243.988,149.069,277.651,4,0.0147103,33284.6,9747.17,-100,4.96532,0.589289,0,6.76826,-0,100,0,0.01,1,0.97744,25793.4,0,-6571.25,306.961,0,5.13159,0,-0.957746,6571.25,33257.2,9769.41,-107.572,5.42634,0.507933,0.0755756,0,0,0,0,0,0,0,0,0,0,0,0,
87,1.1946,29.8129,-45.2074,-0.0717093,31315.5,8454.36,-2682.24,239.069,147.834,282.228,4,0.0147103,33289.6,9747.81,-100,4.95279,0.686679,0,7.89345,-0,100,0,0.01,1,0.977895,26100.5,0,-6566.12,307.125,0,5.13432,0,-0.957746,6566.12,33278.8,9750.27,-98.5617,4.26372,0.443279,-0.0288378,0,0,0,0,0,0,0,0,0,0,0,0,
88,1.19045,30.1871,-45.5866,-0.047265,31552.3,8601.68,-2398.05,234.704,146.849,285.991,4,0.0147103,33294.5,9748.54,-100,4.93835,0.783805,0,9.01863,-0,100,0,0.01,1,0.97835,26407.7,0,-6560.98,307.289,0,5.13706,0,-0.957746,6560.98,33289.3,9741.42,-91.3942,5.9804,1.0072,-0.313512,0,0,0,0,0,0,0,0,0,0,0,0,
89,1.18599,30.5132,-45.8235,-0.0455735,31785.1,8748.12,-2110.55,231.053,146.065,288.847,4,0.0147103,33299.4,9749.37,-100,4.92201,0.880628,0,10.1438,-0,100,0,0.01,1,0.978805,26715,0,-6555.84,307.453,0,5.1398,0,-0.957746,6555.84,33298.1,9736.44,-86.0147,5.46577,0.766541,0.193588,0,0,0,0,0,0,0,0,0,0,0,0,
90,1.18166,30.9314,-45.9507,-0.0631055,32014.6,8893.89,-1820.63,228.002,145.535,290.857,4,0.0147103,33304.4,9750.3,-100,4.90377,0.977112,0,11.269,-0,100,0,0.01,1,0.97926,27022.6,0,-6550.7,307.616,0,5.14254,0,-0.957746,6550.7,33310.8,9730.01,-83.8258,4.72606,1.00505,-0.220699,0,0,0,0,0,0,0,0,0,0,0,0,
91,1.17797,31.3926,-45.896,-0.0709493,32241.3,9039.27,-1529.11,225.41,145.256,292.035,4,0.0147103,33309.3,9751.33,-100,4.88364,1.07322,0,12.3942,-0,100,0,0.01,1,0.979715,27330.3,0,-6545.56,307.78,0,5.14527,0,-0.957746,6545.56,33308.8,9752.06,-107.754,4.82175,0.192836,-0.654829,0,0,0,0,0,0,0,0,0,0,0,0,
92,1.17342,31.9008,-45.6598,-0.0795989,32465.6,9184.49,-1236.87,223.334,145.245,292.298,4,0.0147103,33314.1,9752.45,-100,4.86163,1.16891,0,13.5194,-0,100,0,0.01,1,0.98017,27638.1,0,-6540.41,307.944,0,5.14801,0,-0.957746,6540.41,33314.8,9756.45,-112.875,5.97082,1.0768,-1.33428,0,0,0,0,0,0,0,0,0,0,0,0,
93,1.16741,32.4351,-45.3717,-0.0869216,32688.1,9329.84,-944.818,221.773,145.498,291.65,4,0.0147103,33319,9753.67,-100,4.83774,1.26415,0,14.6446,-0,100,0,0.01,1,0.980624,27946.2,0,-6535.26,308.108,0,5.15075,0,-0.957746,6535.26,33307.1,9759.74,-104.744,5.04448,1.9843,0.35623,0,0,0,0,0,0,0,0,0,0,0,0,
94,1.15978,32.9742,-45.0299,-0.0828076,32909.3,9475.59,-653.859,220.683,146.022,290.14,4,0.0147103,33323.8,9754.98,-100,4.81198,1.35891,0,15.7697,-0,100,0,0.01,1,0.981079,28254.3,0,-6530.11,308.271,0,5.15349,0,-0.957746,6530.11,33311.6,9762.31,-108.99,5.72767,2.18483,-0.137113,0,0,0,0,0,0,0,0,0,0,0,0,
95,1.1506,33.4611,-44.6186,-0.0626346,33129.6,9621.96,-364.796,220.019,146.753,287.86,4,0.0147103,33328.6,9756.38,-100,4.78437,1.45314,0,16.8949,-0,100,0,0.01,1,0.981533,28562.7,0,-6524.95,308.435,0,5.15623,0,-0.957746,6524.95,33325.5,9754.5,-99.2197,4.27345,1.47059,-0.153402,0,0,0,0,0,0,0,0,0,0,0,0,
96,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33333.4,9757.88,-100,4.75492,1.54681,0,18.0201,-0,100,0,0.01,1,0.981988,28871.2,0,-6519.8,308.599,0,5.15896,0,-0.957746,6519.8,33337,9760.29,-107.271,4.61669,1.09974,0.476001,0,0,0,0,0,0,0,0,0,0,0,0,
97,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33338.1,9759.48,-100,4.72363,1.63989,0,19.1453,-0,100,0,0.01,1,0.982442,29179.9,0,-6514.63,308.763,0,5.1617,0,-0.957746,6514.63,33329.2,9762.54,-102.744,5.19652,2.22344,-0.229661,0,0,0,0,0,0,0,0,0,0,0,0,
98,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33342.8,9761.16,-100,4.69052,1.73233,0,20.2705,-0,100,0,0.01,1,0.982896,29488.7,0,-6509.47,308.927,0,5.16444,0,-0.957746,6509.47,33330.3,9772.52,-117.436,4.11809,2.17333,-0.0448849,0,0,0,0,0,0,0,0,0,0,0,0,
99,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33347.5,9762.94,-100,4.6556,1.8241,0,21.3957,-0,100,0,0.01,1,0.98335,29797.7,0,-6504.31,309.09,0,5.16718,0,-0.957746,6504.31,33322.6,9765.12,-93.7867,4.67182,1.8522,-0.311463,0,0,0,0,0,0,0,0,0,0,0,0,
100,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33352.1,9764.81,-100,4.61888,1.91517,0,22.5208,-0,100,0,0.01,1,0.983804,30106.9,0,-6499.14,309.254,0,5.16992,0,-0.957746,6499.14,33353.2,9763.86,-106.15,5.00409,2.48059,0.631712,0,0,0,0,0,0,0,0,0,0,0,0,
-1.0,1.14082,33.3755,-44.1256,0.187348,33333,9758.05,-99.7706,219.93,147.428,285.057,5,0.0147103,33352.1,9764.81,-100,4.61888,1.91517,0,22.5208,-0,100,0,0.01,1,0.983804,30106.9,0,-6499.14,309.254,0,5.16992,0,-0.957746,6499.14,33353.2,9763.86,-106.15,5.00409,2.48059,0.631712,0,0,0,0,0,0,0,0,0,0,0,0,
