1 input_arc.asc Arc-guidance, three waypoints ' Hypersonic Vehicle ' Jan 23 2025 14:46:05
  0  0 98
time,vmach,pdynmc,psibd,psibdx,thtbdx,phibdx,alppx,alphax,betax,alphaix,betaix,ppx,qqx,rrx,lonx,latx,alt,dvbe,dvbi,psivdx,thtvdx,dbi,ayx,anx,throttle,vmass,fmassr,thrustx,roll_count,pitch_count,yaw_count,stmarg,gavail_pos,gmax,gavail_neg,gminx,wnp,azabx,elabx,dab,ddab,semi_major,semi_minor,eaz,eel,edab,eddab,RICI1,RICI2,RICI3,ESBI1,ESBI2,ESBI3,aycomx,azcomx,tgoc,SBTHC1,SBTHC2,SBTHC3,UTBC1,UTBC2,UTBC3,lamd,SBTL1,SBTL2,SBTL3,delacx,delecx,delrcx,alcomx,ancomx,phicomx,delax,delex,delrx,elvlx,elvrx,miss,MISS_I1,MISS_I2,MISS_I3,event,dbt,MISS_H1,MISS_H2,MISS_H3,MISS_L1,MISS_L2,MISS_L3,SXH1,SXH2,SXH3,std_pos,std_ucbias,URIC1,URIC2,URIC3,
24.2,3.11351,180006,0.487803,27.949,2.49706,-9.89507,2.52702,2.52663,-0.0410347,5.48674,16.4677,0.151037,0.0112294,-0.104502,45.1222,35.1773,9993.28,932.685,1163.08,28.3416,0.00100495,6.38111e+06,-0.0197058,1.00802,0.822342,131606,77174.8,4958.01,0,0,0,0.0397132,2.1605,3,-2.8395,-2,2.64199,0,0,0,0,0,0,0,0,0,0,-0.00102336,0.000172654,-0.000597327,11.1238,-4.02379,5.36833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537801,-4.31938,-1.13592,0,1.00016,-9.63433,0.538045,-4.32021,-1.13643,-3.78216,-4.85825,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24.4,3.11351,180005,0.487447,27.9286,2.49724,-9.86585,2.52537,2.52501,-0.0409104,5.47764,16.474,0.150264,0.00983136,-0.104183,45.1232,35.1788,9993.28,932.685,1162.97,28.3198,0.00259394,6.38111e+06,-0.0196491,1.00644,0.822379,131566,77135.3,4958.1,0,0,0,0.039716,2.16202,3,-2.83798,-2,2.64242,0,0,0,0,0,0,0,0,0,0,-0.00102334,0.000172918,-0.000597257,11.1466,-4.04043,5.36897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536095,-4.31375,-1.13236,0,0.998483,-9.60594,0.53633,-4.31451,-1.13285,-3.77818,-4.85084,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24.6,3.11351,180005,0.487093,27.9084,2.49718,-9.83679,2.52366,2.52333,-0.0407903,5.46848,16.4803,0.149363,0.00851848,-0.103876,45.1242,35.1802,9993.3,932.684,1162.86,28.298,0.00400266,6.38111e+06,-0.0195949,1.00477,0.822414,131527,77095.9,4958.17,0,0,0,0.0397189,2.16362,3,-2.83638,-2,2.64284,0,0,0,0,0,0,0,0,0,0,-0.00102333,0.000173182,-0.000597187,11.1696,-4.05739,5.36957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534449,-4.30863,-1.12893,0,0.996837,-9.57771,0.534676,-4.30931,-1.12941,-3.77464,-4.84399,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24.8,3.11351,180004,0.486741,27.8882,2.49688,-9.80792,2.52192,2.5216,-0.0406739,5.45929,16.4866,0.148373,0.00730415,-0.10358,45.1251,35.1817,9993.31,932.684,1162.75,28.2764,0.00522199,6.38111e+06,-0.0195431,1.00304,0.822447,131487,77056.4,4958.22,0,0,0,0.0397218,2.16528,3,-2.83472,-2,2.64327,0,0,0,0,0,0,0,0,0,0,-0.00102331,0.000173446,-0.000597115,11.1928,-4.07468,5.37013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532858,-4.30404,-1.12562,0,0.995241,-9.54967,0.533077,-4.30465,-1.12608,-3.77157,-4.83773,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,3.11351,180004,0.48639,27.8681,2.49638,-9.77924,2.52016,2.51987,-0.0405604,5.45011,16.4928,0.147332,0.00619913,-0.103292,45.1261,35.1832,9993.33,932.685,1162.65,28.2549,0.00624664,6.38111e+06,-0.0194931,1.00128,0.822476,131448,77017,4958.23,0,0,0,0.0397248,2.16697,3,-2.83303,-2,2.6437,0,0,0,0,0,0,0,0,0,0,-0.0010233,0.000173709,-0.000597043,11.2161,-4.09228,5.37065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531315,-4.30002,-1.12239,0,0.993718,-9.52181,0.531528,-4.30055,-1.12284,-3.76902,-4.83208,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.2,3.11351,180004,0.486041,27.8481,2.49569,-9.75077,2.51841,2.51814,-0.0404492,5.44096,16.499,0.146278,0.00521158,-0.103011,45.1271,35.1847,9993.36,932.685,1162.54,28.2335,0.00707489,6.38111e+06,-0.0194448,0.999526,0.822503,131408,76977.5,4958.23,0,0,0,0.0397278,2.16866,3,-2.83134,-2,2.64413,0,0,0,0,0,0,0,0,0,0,-0.00102328,0.000173972,-0.000596971,11.2396,-4.11021,5.37113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529814,-4.29658,-1.11924,0,0.992285,-9.49415,0.530022,-4.29702,-1.11968,-3.767,-4.82705,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.4,3.11352,180004,0.485694,27.8282,2.49484,-9.72251,2.5167,2.51645,-0.0403396,5.43186,16.5051,0.145245,0.0043471,-0.102735,45.128,35.1862,9993.38,932.686,1162.44,28.2122,0.00770843,6.38111e+06,-0.0193976,0.997801,0.822526,131369,76938,4958.2,0,0,0,0.0397308,2.17032,3,-2.82968,-2,2.64456,0,0,0,0,0,0,0,0,0,0,-0.00102327,0.000174235,-0.000596897,11.2633,-4.12847,5.37158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528347,-4.29371,-1.11615,0,0.990958,-9.46667,0.528551,-4.29408,-1.11658,-3.76553,-4.82263,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.6,3.11352,180004,0.485348,27.8084,2.49384,-9.69445,2.51505,2.51481,-0.040231,5.42283,16.5112,0.144269,0.00360881,-0.102462,45.129,35.1876,9993.41,932.687,1162.34,28.191,0.00815202,6.38111e+06,-0.0193512,0.996132,0.822546,131330,76898.6,4958.15,0,0,0,0.0397336,2.17192,3,-2.82808,-2,2.64499,0,0,0,0,0,0,0,0,0,0,-0.00102325,0.000174498,-0.000596823,11.2872,-4.14704,5.37199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526908,-4.29142,-1.1131,0,0.989749,-9.43937,0.527108,-4.29171,-1.11352,-3.7646,-4.81882,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.8,3.11353,180003,0.485003,27.7886,2.49273,-9.66657,2.51346,2.51324,-0.0401225,5.41389,16.5173,0.143378,0.00299752,-0.102191,45.13,35.1891,9993.44,932.689,1162.23,28.1699,0.00841321,6.38111e+06,-0.0193053,0.994538,0.822563,131290,76859.2,4958.08,0,0,0,0.0397364,2.17346,3,-2.82654,-2,2.64541,0,0,0,0,0,0,0,0,0,0,-0.00102324,0.000174761,-0.000596749,11.3112,-4.16594,5.37236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525488,-4.28969,-1.11006,0,0.988667,-9.41223,0.525686,-4.2899,-1.11049,-3.76421,-4.81558,0,0,0,0,425002,6.38111e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,3.11353,180003,0.48466,27.7689,2.49153,-9.63885,2.51197,2.51175,-0.0400137,5.40504,16.5234,0.142603,0.00251187,-0.10192,45.1309,35.1906,9993.46,932.69,1162.13,28.1489,0.00850197,6.3811e+06,-0.0192595,0.99304,0.822576,131251,76819.7,4958,0,0,0,0.039739,2.17491,3,-2.82509,-2,2.64584,0,0,0,0,0,0,0,0,0,0,-0.00102322,0.000175024,-0.000596674,11.3355,-4.18516,5.37269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52408,-4.28848,-1.10703,0,0.987718,-9.38523,0.524277,-4.28862,-1.10745,-3.76435,-4.8129,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.2,3.11354,180003,0.484317,27.7493,2.49027,-9.61127,2.51058,2.51037,-0.0399037,5.3963,16.5294,0.141969,0.00214851,-0.101646,45.1319,35.1921,9993.49,932.692,1162.03,28.128,0.00843039,6.3811e+06,-0.0192133,0.991652,0.822586,131211,76780.3,4957.9,0,0,0,0.0397414,2.17625,3,-2.82375,-2,2.64626,0,0,0,0,0,0,0,0,0,0,-0.00102321,0.000175286,-0.000596599,11.3599,-4.20469,5.37298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522675,-4.28778,-1.10397,0,0.986907,-9.35833,0.522872,-4.28785,-1.1044,-3.76498,-4.81072,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.4,3.11355,180003,0.483976,27.7298,2.48896,-9.58381,2.50929,2.50909,-0.039792,5.38766,16.5354,0.141497,0.00190233,-0.101369,45.1328,35.1936,9993.52,932.693,1161.93,28.1071,0.00821229,6.3811e+06,-0.0191665,0.990389,0.822592,131172,76740.8,4957.79,0,0,0,0.0397437,2.17747,3,-2.82253,-2,2.64668,0,0,0,0,0,0,0,0,0,0,-0.00102319,0.000175548,-0.000596523,11.3845,-4.22455,5.37324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521267,-4.28755,-1.10088,0,0.986235,-9.33152,0.521464,-4.28755,-1.10132,-3.76609,-4.80902,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.6,3.11355,180003,0.483636,27.7103,2.48763,-9.55641,2.50813,2.50793,-0.0396781,5.37914,16.5413,0.141208,0.00176663,-0.101086,45.1338,35.195,9993.55,932.695,1161.83,28.0864,0.00786287,6.3811e+06,-0.0191186,0.98926,0.822596,131132,76701.4,4957.67,0,0,0,0.0397457,2.17857,3,-2.82143,-2,2.64709,0,0,0,0,0,0,0,0,0,0,-0.00102318,0.000175811,-0.000596448,11.4093,-4.24473,5.37345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519847,-4.28773,-1.09774,0,0.985701,-9.30474,0.520047,-4.28768,-1.09818,-3.76763,-4.80773,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26.8,3.11356,180003,0.483297,27.6909,2.4863,-9.52906,2.50709,2.50688,-0.0395613,5.37072,16.5473,0.141116,0.00173341,-0.100797,45.1348,35.1965,9993.57,932.696,1161.72,28.0657,0.00739837,6.3811e+06,-0.0190695,0.988271,0.822596,131093,76661.9,4957.54,0,0,0,0.0397475,2.17954,3,-2.82046,-2,2.6475,0,0,0,0,0,0,0,0,0,0,-0.00102316,0.000176073,-0.000596372,11.4342,-4.26523,5.37363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518409,-4.28829,-1.09452,0,0.985302,-9.27798,0.518611,-4.28819,-1.09498,-3.76958,-4.8068,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,3.11356,180003,0.482958,27.6715,2.485,-9.5017,2.50617,2.50597,-0.0394412,5.36239,16.5532,0.141234,0.00179354,-0.100499,45.1357,35.198,9993.6,932.698,1161.62,28.0451,0.00683569,6.3811e+06,-0.0190188,0.987427,0.822595,131053,76622.5,4957.4,0,0,0,0.0397492,2.18037,3,-2.81963,-2,2.64791,0,0,0,0,0,0,0,0,0,0,-0.00102315,0.000176335,-0.000596296,11.4594,-4.28604,5.37377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516946,-4.28918,-1.09123,0,0.985031,-9.25117,0.517152,-4.28903,-1.09169,-3.77188,-4.80619,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.2,3.11357,180003,0.482621,27.6522,2.48373,-9.4743,2.50537,2.50517,-0.0393174,5.35415,16.5592,0.141571,0.00193703,-0.100192,45.1367,35.1995,9993.62,932.699,1161.52,28.0246,0.00619209,6.3811e+06,-0.0189663,0.98673,0.82259,131014,76583,4957.27,0,0,0,0.0397506,2.18106,3,-2.81894,-2,2.64831,0,0,0,0,0,0,0,0,0,0,-0.00102313,0.000176598,-0.000596221,11.4847,-4.30718,5.37388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515451,-4.29034,-1.08783,0,0.984883,-9.22429,0.515663,-4.29016,-1.08831,-3.7745,-4.80583,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.4,3.11358,180003,0.482285,27.6329,2.48252,-9.4468,2.5047,2.5045,-0.0391895,5.34599,16.5651,0.142133,0.00215325,-0.0998746,45.1377,35.201,9993.64,932.701,1161.42,28.0041,0.00548486,6.3811e+06,-0.0189116,0.986177,0.822584,130975,76543.6,4957.13,0,0,0,0.0397518,2.18162,3,-2.81838,-2,2.64872,0,0,0,0,0,0,0,0,0,0,-0.00102312,0.00017686,-0.000596146,11.5102,-4.32863,5.37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51392,-4.29173,-1.08433,0,0.984848,-9.19729,0.514137,-4.29153,-1.08483,-3.77739,-4.80566,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.6,3.11358,180004,0.481949,27.6137,2.48138,-9.41917,2.50415,2.50394,-0.039057,5.33789,16.571,0.142923,0.00243116,-0.0995456,45.1386,35.2025,9993.66,932.702,1161.32,27.9838,0.00473107,6.3811e+06,-0.0188546,0.985765,0.822576,130935,76504.2,4956.99,0,0,0,0.0397528,2.18204,3,-2.81796,-2,2.64911,0,0,0,0,0,0,0,0,0,0,-0.0010231,0.000177123,-0.000596072,11.5358,-4.3504,5.37397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512346,-4.2933,-1.08071,0,0.984917,-9.17012,0.512569,-4.29307,-1.08122,-3.7805,-4.80564,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.8,3.11359,180004,0.481615,27.5945,2.48031,-9.39136,2.50372,2.5035,-0.0389198,5.32984,16.5769,0.14394,0.00275951,-0.0992042,45.1396,35.2039,9993.67,932.703,1161.22,27.9635,0.00394723,6.3811e+06,-0.0187952,0.98549,0.822566,130896,76464.7,4956.85,0,0,0,0.0397536,2.18234,3,-2.81766,-2,2.64951,0,0,0,0,0,0,0,0,0,0,-0.00102309,0.000177386,-0.000595998,11.5617,-4.3725,5.37396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510725,-4.29498,-1.07696,0,0.985079,-9.14275,0.510955,-4.29474,-1.07749,-3.78379,-4.8057,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,3.11359,180004,0.481282,27.5754,2.47934,-9.36332,2.50338,2.50316,-0.0387777,5.32181,16.5828,0.145181,0.00312705,-0.0988498,45.1405,35.2054,9993.69,932.704,1161.13,27.9433,0.00314915,6.3811e+06,-0.0187331,0.985342,0.822555,130856,76425.3,4956.72,0,0,0,0.0397542,2.18252,3,-2.81748,-2,2.6499,0,0,0,0,0,0,0,0,0,0,-0.00102307,0.000177649,-0.000595924,11.5877,-4.3949,5.37392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509054,-4.29675,-1.07307,0,0.985322,-9.11512,0.509291,-4.2965,-1.07362,-3.78721,-4.80579,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28.2,3.11359,180004,0.480949,27.5564,2.47846,-9.33502,2.50315,2.50292,-0.0386304,5.3138,16.5887,0.14664,0.00352271,-0.0984819,45.1415,35.2069,9993.7,932.705,1161.03,27.9231,0.00235166,6.3811e+06,-0.0186684,0.985314,0.822543,130817,76385.8,4956.59,0,0,0,0.0397546,2.18258,3,-2.81742,-2,2.65029,0,0,0,0,0,0,0,0,0,0,-0.00102306,0.000177913,-0.000595852,11.614,-4.41763,5.37384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507328,-4.29854,-1.06905,0,0.985635,-9.0872,0.507573,-4.29829,-1.06962,-3.79071,-4.80586,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28.4,3.1136,180004,0.480618,27.5374,2.47769,-9.30639,2.50301,2.50276,-0.0384779,5.30577,16.5946,0.148309,0.00393578,-0.0981002,45.1425,35.2084,9993.71,932.706,1160.93,27.903,0.00156847,6.3811e+06,-0.0186007,0.985395,0.822531,130777,76346.4,4956.47,0,0,0,0.0397549,2.18254,3,-2.81746,-2,2.65068,0,0,0,0,0,0,0,0,0,0,-0.00102305,0.000178177,-0.000595781,11.6404,-4.44067,5.37372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505545,-4.30031,-1.06488,0,0.986004,-9.05895,0.505798,-4.30007,-1.06547,-3.79427,-4.80587,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28.6,3.1136,180004,0.480287,27.5184,2.47702,-9.27742,2.50294,2.50269,-0.03832,5.29771,16.6005,0.150178,0.00435605,-0.0977042,45.1434,35.2099,9993.71,932.707,1160.83,27.883,0.000812037,6.3811e+06,-0.0185303,0.985574,0.822518,130738,76307,4956.35,0,0,0,0.039755,2.1824,3,-2.8176,-2,2.65106,0,0,0,0,0,0,0,0,0,0,-0.00102303,0.000178441,-0.00059571,11.6669,-4.46403,5.37356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503703,-4.30203,-1.06056,0,0.986419,-9.03033,0.503964,-4.3018,-1.06117,-3.79783,-4.80576,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28.8,3.1136,180004,0.479958,27.4996,2.47645,-9.24805,2.50294,2.50269,-0.0381568,5.2896,16.6064,0.152236,0.00477395,-0.0972941,45.1444,35.2113,9993.71,932.707,1160.73,27.863,9.34165e-05,6.3811e+06,-0.0184569,0.985838,0.822505,130699,76267.5,4956.25,0,0,0,0.039755,2.18219,3,-2.81781,-2,2.65144,0,0,0,0,0,0,0,0,0,0,-0.00102302,0.000178706,-0.000595641,11.6937,-4.48771,5.37337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501799,-4.30366,-1.05609,0,0.986865,-9.0013,0.502069,-4.30344,-1.05673,-3.80137,-4.80551,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,3.1136,180005,0.47963,27.4808,2.47599,-9.21824,2.503,2.50274,-0.0379882,5.28142,16.6123,0.154468,0.00518064,-0.0968696,45.1453,35.2128,9993.71,932.708,1160.63,27.8431,-0.000577778,6.3811e+06,-0.0183806,0.986174,0.822493,130659,76228.1,4956.15,0,0,0,0.039755,2.18191,3,-2.81809,-2,2.65182,0,0,0,0,0,0,0,0,0,0,-0.00102301,0.000178971,-0.000595573,11.7207,-4.5117,5.37314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499834,-4.30517,-1.05148,0,0.987333,-8.97183,0.500113,-4.30497,-1.05213,-3.80485,-4.80508,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.2,3.1136,180005,0.479303,27.4621,2.47563,-9.18798,2.50311,2.50284,-0.0378145,5.27314,16.6182,0.156862,0.00556812,-0.0964311,45.1463,35.2143,9993.71,932.708,1160.53,27.8232,-0.00119344,6.3811e+06,-0.0183014,0.986571,0.822481,130620,76188.7,4956.06,0,0,0,0.0397548,2.18157,3,-2.81843,-2,2.6522,0,0,0,0,0,0,0,0,0,0,-0.001023,0.000179237,-0.000595506,11.7478,-4.53601,5.37288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497807,-4.30652,-1.04671,0,0.98781,-8.94189,0.498094,-4.30634,-1.04739,-3.80825,-4.80444,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.4,3.1136,180005,0.478978,27.4434,2.47537,-9.15722,2.50325,2.50297,-0.0376356,5.26476,16.6242,0.159401,0.0059293,-0.0959787,45.1472,35.2158,9993.71,932.708,1160.43,27.8035,-0.001747,6.3811e+06,-0.0182194,0.987014,0.822469,130580,76149.2,4955.98,0,0,0,0.0397546,2.18119,3,-2.81881,-2,2.65258,0,0,0,0,0,0,0,0,0,0,-0.00102299,0.000179504,-0.00059544,11.7751,-4.56064,5.37258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495717,-4.3077,-1.0418,0,0.988286,-8.91144,0.496013,-4.30755,-1.0425,-3.81153,-4.80356,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.6,3.1136,180005,0.478654,27.4248,2.47521,-9.12593,2.50341,2.50313,-0.0374516,5.25625,16.6301,0.162069,0.00625804,-0.0955126,45.1482,35.2173,9993.7,932.708,1160.34,27.7838,-0.00223341,6.3811e+06,-0.0181346,0.987492,0.822458,130541,76109.8,4955.92,0,0,0,0.0397543,2.18077,3,-2.81923,-2,2.65296,0,0,0,0,0,0,0,0,0,0,-0.00102298,0.000179771,-0.000595376,11.8026,-4.58558,5.37225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493566,-4.30869,-1.03675,0,0.988752,-8.88047,0.493871,-4.30856,-1.03747,-3.81469,-4.80243,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.8,3.1136,180005,0.478331,27.4063,2.47513,-9.0941,2.50359,2.5033,-0.0372629,5.24759,16.6361,0.164852,0.00654916,-0.0950334,45.1491,35.2188,9993.7,932.708,1160.24,27.7641,-0.00264909,6.3811e+06,-0.0180471,0.987991,0.822448,130501,76070.4,4955.86,0,0,0,0.039754,2.18033,3,-2.81967,-2,2.65334,0,0,0,0,0,0,0,0,0,0,-0.00102297,0.000180039,-0.000595314,11.8302,-4.61084,5.37188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491354,-4.30946,-1.03156,0,0.989197,-8.84896,0.491667,-4.30937,-1.03229,-3.8177,-4.80104,0,0,0,0,425002,6.3811e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,3.1136,180005,0.47801,27.3879,2.47513,-9.06169,2.50377,2.50348,-0.0370694,5.23876,16.642,0.167733,0.00679852,-0.0945415,45.1501,35.2203,9993.69,932.708,1160.14,27.7445,-0.00299193,6.38109e+06,-0.017957,0.9885,0.82244,130462,76030.9,4955.81,0,0,0,0.0397537,2.17989,3,-2.82011,-2,2.65372,0,0,0,0,0,0,0,0,0,0,-0.00102296,0.000180307,-0.000595252,11.8581,-4.63641,5.37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489083,-4.31002,-1.02623,0,0.989615,-8.81688,0.489404,-4.30996,-1.02699,-3.82056,-4.79936,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.2,3.1136,180005,0.47769,27.3696,2.4752,-9.0287,2.50395,2.50366,-0.0368715,5.22976,16.648,0.170697,0.00700291,-0.0940373,45.151,35.2217,9993.68,932.708,1160.04,27.725,-0.00326116,6.38109e+06,-0.0178645,0.989008,0.822432,130423,75991.5,4955.77,0,0,0,0.0397534,2.17944,3,-2.82056,-2,2.6541,0,0,0,0,0,0,0,0,0,0,-0.00102296,0.000180576,-0.000595193,11.8861,-4.6623,5.37104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486755,-4.31036,-1.02078,0,0.989998,-8.78422,0.487084,-4.31033,-1.02155,-3.82324,-4.79741,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.4,3.1136,180005,0.477372,27.3514,2.47534,-8.99511,2.50411,2.50382,-0.0366694,5.22057,16.654,0.173729,0.00716012,-0.0935215,45.152,35.2232,9993.67,932.707,1159.95,27.7056,-0.0034573,6.38109e+06,-0.0177695,0.989504,0.822426,130383,75952.1,4955.74,0,0,0,0.0397531,2.17901,3,-2.82099,-2,2.65448,0,0,0,0,0,0,0,0,0,0,-0.00102295,0.000180845,-0.000595134,11.9143,-4.68851,5.37057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48437,-4.31048,-1.0152,0,0.99034,-8.75097,0.484707,-4.31047,-1.01599,-3.82577,-4.79518,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.6,3.1136,180005,0.477056,27.3333,2.47553,-8.9609,2.50426,2.50396,-0.0364631,5.21118,16.66,0.176817,0.00726886,-0.0929945,45.1529,35.2247,9993.66,932.707,1159.85,27.6862,-0.00358203,6.38109e+06,-0.0176723,0.98998,0.822421,130344,75912.6,4955.71,0,0,0,0.0397528,2.1786,3,-2.8214,-2,2.65486,0,0,0,0,0,0,0,0,0,0,-0.00102295,0.000181116,-0.000595078,11.9427,-4.71503,5.37007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481933,-4.31037,-1.00951,0,0.990638,-8.71711,0.482277,-4.31039,-1.01031,-3.82812,-4.79267,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.8,3.1136,180005,0.476741,27.3153,2.47577,-8.92607,2.50437,2.50407,-0.0362531,5.20157,16.666,0.179946,0.0073287,-0.0924569,45.1539,35.2262,9993.65,932.706,1159.75,27.6669,-0.00363809,6.38109e+06,-0.0175729,0.990426,0.822417,130304,75873.2,4955.69,0,0,0,0.0397526,2.17821,3,-2.82179,-2,2.65524,0,0,0,0,0,0,0,0,0,0,-0.00102294,0.000181386,-0.000595023,11.9712,-4.74186,5.36953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479444,-4.31004,-1.0037,0,0.990886,-8.68263,0.479796,-4.3101,-1.00452,-3.8303,-4.78989,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,3.11359,180006,0.476428,27.2973,2.47604,-8.8906,2.50445,2.50415,-0.0360394,5.19174,16.672,0.183106,0.00734006,-0.0919093,45.1548,35.2277,9993.64,932.706,1159.66,27.6477,-0.00362916,6.38109e+06,-0.0174715,0.990835,0.822414,130265,75833.8,4955.68,0,0,0,0.0397525,2.17786,3,-2.82214,-2,2.65562,0,0,0,0,0,0,0,0,0,0,-0.00102294,0.000181658,-0.000594969,12,-4.76902,5.36897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476907,-4.30951,-0.997794,0,0.991084,-8.64754,0.477265,-4.30959,-0.998627,-3.83233,-4.78686,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31.2,3.11359,180006,0.476118,27.2795,2.47634,-8.85449,2.50449,2.5042,-0.0358222,5.18169,16.6781,0.186289,0.00730408,-0.0913522,45.1558,35.2292,9993.63,932.705,1159.56,27.6285,-0.00355969,6.38109e+06,-0.0173681,0.991202,0.822413,130225,75794.3,4955.68,0,0,0,0.0397524,2.17754,3,-2.82246,-2,2.656,0,0,0,0,0,0,0,0,0,0,-0.00102294,0.00018193,-0.000594918,12.0289,-4.79648,5.36837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474324,-4.30877,-0.991783,0,0.991228,-8.61182,0.474688,-4.30889,-0.992631,-3.8342,-4.78358,0,0,0,0,425002,6.38109e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
