1 input_climb.asc HYPER3 Two-phased climb  ' HYPER3 ' Dec 31 2024 09:11:24
  0  0 23
time,FSPV1,FSPV2,FSPV3,pdynmc,mach,lonx,latx,alt,dvbe,psivgx,thtvgx,SBEG1,SBEG2,SBEG3,VBEG1,VBEG2,VBEG3,throttle,mass,thrust,fmassr,cl_ov_cd,
23.4,6.53661,0,-11.6454,49155.5,1.13407,-80.4846,28.4299,4921.4,363.901,90.1966,22.9301,-12.1623,6397.7,-1921.4,-1.15013,335.144,-141.778,1.51401,134474,3.1502e+06,80042.8,0.629834,
23.6,6.57059,0,-11.6113,49152.4,1.13619,-80.4839,28.4299,4949.83,364.448,90.1982,23.0148,-12.3933,6464.76,-1949.83,-1.16056,335.438,-142.488,1.51795,134456,3.1541e+06,80024.9,0.6278,
23.8,6.60445,0,-11.577,49149.3,1.13832,-80.4832,28.4299,4978.4,365,90.1998,23.0984,-12.6265,6531.88,-1978.4,-1.17102,335.737,-143.194,1.5219,134438,3.15799e+06,80007,0.62575,
24,6.63819,0,-11.5423,49146.2,1.14047,-80.4825,28.4299,5007.11,365.556,90.2015,23.181,-12.8617,6599.06,-2007.11,-1.18152,336.041,-143.897,1.52588,134420,3.16185e+06,79989.1,0.623683,
24.2,6.67182,0,-11.5074,49143.2,1.14264,-80.4818,28.4299,5035.95,366.116,90.2031,23.2626,-13.0991,6666.29,-2035.95,-1.19205,336.35,-144.596,1.52987,134402,3.1657e+06,79971.2,0.621599,
24.4,6.70533,0,-11.4721,49140.2,1.14482,-80.4811,28.4299,5064.94,366.68,90.2047,23.3432,-13.3386,6733.6,-2064.94,-1.20262,336.665,-145.292,1.53388,134384,3.16952e+06,79953.2,0.619498,
24.6,6.73872,0,-11.4366,49137.3,1.14702,-80.4804,28.4299,5094.07,367.249,90.2063,23.4226,-13.5802,6800.96,-2094.07,-1.21322,336.985,-145.985,1.53791,134366,3.17333e+06,79935.3,0.61738,
24.8,6.77198,0,-11.4008,49134.3,1.14924,-80.4798,28.4299,5123.34,367.822,90.2079,23.5011,-13.8239,6868.39,-2123.34,-1.22386,337.31,-146.675,1.54195,134348,3.17712e+06,79917.4,0.615245,
25,6.80513,0,-11.3647,49131.5,1.15147,-80.4791,28.4299,5152.74,368.398,90.2095,23.5784,-14.0697,6935.89,-2152.74,-1.23454,337.64,-147.361,1.54602,134330,3.18089e+06,79899.5,0.613093,
25.2,6.83815,0,-11.3282,49128.6,1.15372,-80.4784,28.4299,5182.28,368.98,90.2111,23.6547,-14.3177,7003.45,-2182.28,-1.24525,337.976,-148.043,1.5501,134313,3.18463e+06,79881.5,0.610923,
25.4,6.87104,0,-11.2915,49125.8,1.15599,-80.4777,28.4299,5211.96,369.565,90.2127,23.7299,-14.5678,7071.08,-2211.96,-1.256,338.317,-148.722,1.5542,134295,3.18836e+06,79863.6,0.608737,
25.6,6.90381,0,-11.2545,49123,1.15827,-80.477,28.4299,5241.77,370.154,90.2143,23.804,-14.8201,7138.77,-2241.77,-1.26679,338.664,-149.398,1.55832,134277,3.19207e+06,79845.6,0.606533,
25.8,6.93644,0,-11.2172,49120.2,1.16057,-80.4763,28.4299,5271.72,370.748,90.2159,23.877,-15.0745,7206.54,-2271.72,-1.27763,339.016,-150.069,1.56246,134259,3.19576e+06,79827.7,0.604311,
26,6.96895,0,-11.1796,49117.5,1.16289,-80.4756,28.4299,5301.8,371.346,90.2175,23.9489,-15.3311,7274.38,-2301.8,-1.2885,339.374,-150.737,1.56662,134241,3.19943e+06,79809.7,0.602072,
26.2,7.00133,0,-11.1417,49114.8,1.16523,-80.4749,28.4299,5332.01,371.949,90.2191,24.0196,-15.5899,7342.29,-2332.01,-1.29941,339.738,-151.401,1.5708,134223,3.20307e+06,79791.8,0.599815,
26.4,7.03357,0,-11.1035,49112.2,1.16759,-80.4742,28.4299,5362.36,372.555,90.2207,24.0892,-15.8509,7410.28,-2362.36,-1.31036,340.107,-152.062,1.57499,134205,3.2067e+06,79773.8,0.597541,
26.6,7.06567,0,-11.065,49109.6,1.16996,-80.4735,28.4299,5392.84,373.166,90.2224,24.1577,-16.1141,7478.33,-2392.84,-1.32136,340.482,-152.718,1.57921,134187,3.21031e+06,79755.8,0.595248,
26.8,7.09764,0,-11.0262,49107,1.17235,-80.4728,28.4299,5423.45,373.781,90.224,24.2251,-16.3794,7546.47,-2423.45,-1.3324,340.864,-153.371,1.58344,134169,3.21389e+06,79737.9,0.592938,
27,7.12947,0,-10.987,49104.5,1.17475,-80.4721,28.4299,5454.18,374.401,90.2256,24.2912,-16.647,7614.68,-2454.18,-1.34349,341.251,-154.019,1.58769,134151,3.21745e+06,79719.9,0.59061,
27.2,7.16116,0,-10.9476,49102,1.17718,-80.4714,28.4298,5485.05,375.025,90.2272,24.3563,-16.9168,7682.97,-2485.05,-1.35462,341.644,-154.664,1.59196,134133,3.22099e+06,79701.9,0.588264,
27.4,7.1927,0,-10.9079,49099.5,1.17962,-80.4707,28.4298,5516.05,375.653,90.2288,24.4201,-17.1889,7751.34,-2516.05,-1.36579,342.043,-155.304,1.59625,134115,3.22451e+06,79683.9,0.5859,
27.6,7.2241,0,-10.8678,49097,1.18208,-80.47,28.4298,5547.17,376.285,90.2304,24.4828,-17.4632,7819.79,-2547.17,-1.37701,342.449,-155.94,1.60056,134097,3.22801e+06,79665.9,0.583518,
27.8,7.25536,0,-10.8274,49094.6,1.18455,-80.4693,28.4298,5578.43,376.922,90.232,24.5443,-17.7397,7888.32,-2578.43,-1.38828,342.861,-156.572,1.60489,134079,3.23148e+06,79648,0.581118,
28,7.28646,0,-10.7868,49092.3,1.18705,-80.4686,28.4298,5609.8,377.563,90.2336,24.6046,-18.0185,7956.93,-2609.8,-1.3996,343.279,-157.2,1.60924,134061,3.23493e+06,79630,0.5787,
28.2,7.31742,0,-10.7458,49090,1.18956,-80.4679,28.4298,5641.3,378.209,90.2352,24.6636,-18.2995,8025.63,-2641.3,-1.41096,343.703,-157.823,1.6136,134043,3.23836e+06,79612,0.576263,
28.4,7.34822,0,-10.7045,49087.7,1.19209,-80.4672,28.4298,5672.93,378.858,90.2368,24.7215,-18.5829,8094.41,-2672.93,-1.42238,344.134,-158.442,1.61799,134025,3.24176e+06,79594,0.573807,
28.6,7.37887,0,-10.6629,49085.4,1.19464,-80.4665,28.4298,5704.68,379.513,90.2384,24.7781,-18.8685,8163.28,-2704.68,-1.43384,344.571,-159.056,1.62239,134007,3.24514e+06,79576,0.571334,
28.8,7.40936,0,-10.6209,49083.2,1.19721,-80.4658,28.4298,5736.55,380.171,90.24,24.8336,-19.1564,8232.24,-2736.55,-1.44536,345.015,-159.666,1.62682,133989,3.24849e+06,79558,0.568841,
29,7.43969,0,-10.5787,49081,1.19979,-80.4651,28.4298,5768.55,380.834,90.2416,24.8877,-19.4466,8301.29,-2768.55,-1.45692,345.465,-160.271,1.63126,133971,3.25183e+06,79540,0.56633,
29.2,7.46933,0,-10.5579,49078.8,1.2024,-80.4644,28.4298,5800.66,381.502,90.2432,24.941,-19.7392,8370.43,-2800.66,-1.46854,345.921,-160.873,1.63381,133953,3.2546e+06,79522,0.565225,
29.4,7.49953,0,-10.539,49076.7,1.20502,-80.4637,28.4298,5832.9,382.173,90.2448,24.9937,-20.0341,8439.66,-2832.9,-1.4802,346.382,-161.475,1.63623,133935,3.25741e+06,79504,0.564236,
29.6,7.52963,0,-10.5199,49074.6,1.20766,-80.463,28.4298,5865.25,382.85,90.2464,25.0458,-20.3313,8508.98,-2865.25,-1.4919,346.847,-162.077,1.63864,133917,3.2602e+06,79486,0.563238,
29.8,7.55968,0,-10.5006,49072.5,1.21031,-80.4623,28.4298,5897.73,383.53,90.2481,25.0974,-20.6308,8578.4,-2897.73,-1.50366,347.317,-162.678,1.64107,133899,3.26297e+06,79467.9,0.562233,
30,7.58971,0,-10.4812,49070.4,1.21299,-80.4616,28.4298,5930.32,384.215,90.2497,25.1485,-20.9327,8647.91,-2930.32,-1.51545,347.792,-163.278,1.64349,133881,3.26574e+06,79449.9,0.561219,
30.2,7.61973,0,-10.4617,49068.4,1.21568,-80.4609,28.4298,5963.04,384.905,90.2513,25.199,-21.237,8717.52,-2963.04,-1.5273,348.272,-163.878,1.64593,133863,3.2685e+06,79431.8,0.560198,
30.4,7.64977,0,-10.442,49066.3,1.21839,-80.4602,28.4298,5995.87,385.599,90.2529,25.2489,-21.5437,8787.22,-2995.87,-1.53919,348.756,-164.478,1.64837,133845,3.27125e+06,79413.8,0.559168,
30.6,7.67983,0,-10.4221,49064.3,1.22113,-80.4594,28.4298,6028.83,386.297,90.2545,25.2983,-21.8527,8857.02,-3028.83,-1.55113,349.246,-165.077,1.65081,133827,3.27399e+06,79395.7,0.558131,
30.8,7.70991,0,-10.4021,49062.3,1.22388,-80.4587,28.4298,6061.9,387,90.2561,25.3471,-22.1641,8926.92,-3061.9,-1.56312,349.74,-165.675,1.65327,133809,3.27674e+06,79377.6,0.557085,
31,7.74002,0,-10.382,49060.3,1.22664,-80.458,28.4298,6095.1,387.707,90.2577,25.3953,-22.4779,8996.92,-3095.1,-1.57515,350.24,-166.273,1.65573,133791,3.27948e+06,79359.5,0.556031,
31.2,7.77016,0,-10.3617,49058.3,1.22943,-80.4573,28.4298,6128.41,388.419,90.2593,25.443,-22.7942,9067.01,-3128.41,-1.58724,350.744,-166.87,1.6582,133772,3.28221e+06,79341.4,0.554969,
31.4,7.80034,0,-10.3412,49056.4,1.23224,-80.4566,28.4298,6161.85,389.136,90.2609,25.4901,-23.1128,9137.21,-3161.85,-1.59938,351.254,-167.466,1.66067,133754,3.28495e+06,79323.3,0.553898,
31.6,7.83055,0,-10.3206,49054.4,1.23506,-80.4559,28.4298,6195.4,389.857,90.2625,25.5366,-23.4339,9207.52,-3195.4,-1.61157,351.768,-168.062,1.66316,133736,3.28768e+06,79305.1,0.552819,
31.8,7.86079,0,-10.2998,49052.5,1.23791,-80.4551,28.4298,6229.07,390.583,90.2641,25.5825,-23.7575,9277.92,-3229.07,-1.62381,352.288,-168.658,1.66565,133718,3.2904e+06,79287,0.551731,
32,7.89108,0,-10.2789,49050.5,1.24077,-80.4544,28.4298,6262.86,391.313,90.2657,25.6278,-24.0834,9348.43,-3262.86,-1.6361,352.813,-169.252,1.66815,133700,3.29313e+06,79268.9,0.550635,
32.2,7.92139,0,-10.2578,49048.6,1.24366,-80.4537,28.4298,6296.77,392.048,90.2673,25.6726,-24.4119,9419.05,-3296.77,-1.64844,353.343,-169.846,1.67066,133682,3.29585e+06,79250.7,0.54953,
32.4,7.95175,0,-10.2366,49046.7,1.24656,-80.453,28.4298,6330.8,392.788,90.2689,25.7167,-24.7428,9489.77,-3330.8,-1.66084,353.879,-170.439,1.67318,133664,3.29857e+06,79232.5,0.548416,
32.6,7.98214,0,-10.2152,49044.8,1.24949,-80.4523,28.4298,6364.95,393.533,90.2705,25.7602,-25.0762,9560.6,-3364.95,-1.6733,354.42,-171.032,1.6757,133645,3.30129e+06,79214.3,0.547294,
32.8,8.01258,0,-10.1936,49043,1.25243,-80.4515,28.4298,6399.21,394.282,90.2721,25.8032,-25.4122,9631.54,-3399.21,-1.68581,354.966,-171.623,1.67823,133627,3.304e+06,79196.1,0.546162,
33,8.04305,0,-10.1719,49041.1,1.25539,-80.4508,28.4298,6433.6,395.036,90.2737,25.8455,-25.7506,9702.58,-3433.6,-1.69837,355.518,-172.214,1.68077,133609,3.30671e+06,79177.9,0.545022,
33.2,8.07355,0,-10.15,49039.3,1.25838,-80.4501,28.4298,6468.1,395.795,90.2753,25.8872,-26.0915,9773.74,-3468.1,-1.71099,356.075,-172.804,1.68332,133591,3.30942e+06,79159.7,0.543872,
33.4,8.1041,0,-10.128,49037.4,1.26138,-80.4493,28.4298,6502.72,396.559,90.2769,25.9283,-26.435,9845.02,-3502.72,-1.72367,356.638,-173.394,1.68588,133572,3.31213e+06,79141.5,0.542714,
33.6,8.13469,0,-10.1058,49035.6,1.26441,-80.4486,28.4298,6537.46,397.328,90.2785,25.9687,-26.781,9916.4,-3537.46,-1.7364,357.207,-173.982,1.68845,133554,3.31483e+06,79123.3,0.541546,
33.8,8.16531,0,-10.0834,49033.8,1.26745,-80.4479,28.4298,6572.31,398.101,90.2801,26.0085,-27.1295,9987.9,-3572.31,-1.7492,357.781,-174.569,1.69102,133536,3.31753e+06,79105,0.540369,
34,8.19597,0,-10.0608,49032,1.27052,-80.4472,28.4298,6607.28,398.88,90.2817,26.0477,-27.4807,10059.5,-3607.28,-1.76205,358.361,-175.156,1.6936,133518,3.32023e+06,79086.7,0.539182,
34.2,8.22668,0,-10.0381,49030.2,1.27361,-80.4464,28.4297,6642.37,399.663,90.2833,26.0863,-27.8344,10131.2,-3642.37,-1.77496,358.946,-175.742,1.69619,133499,3.32293e+06,79068.5,0.537986,
34.4,8.25742,0,-10.0152,49028.5,1.27672,-80.4457,28.4297,6677.58,400.452,90.2849,26.1242,-28.1906,10203.1,-3677.58,-1.78794,359.537,-176.326,1.69879,133481,3.32562e+06,79050.2,0.536781,
34.6,8.2882,0,-9.99218,49026.7,1.27985,-80.445,28.4297,6712.9,401.245,90.2865,26.1615,-28.5495,10275.1,-3712.9,-1.80097,360.135,-176.91,1.7014,133463,3.32831e+06,79031.9,0.535566,
34.8,8.31902,0,-9.96895,49025,1.283,-80.4442,28.4297,6748.35,402.043,90.2881,26.1982,-28.911,10347.1,-3748.35,-1.81407,360.738,-177.493,1.70401,133445,3.331e+06,79013.6,0.534341,
35,8.34989,0,-9.94555,49023.3,1.28617,-80.4435,28.4297,6783.9,402.847,90.2897,26.2342,-29.2752,10419.4,-3783.9,-1.82723,361.347,-178.075,1.70664,133426,3.33368e+06,78995.3,0.533106,
35.2,8.38079,0,-9.92197,49021.5,1.28936,-80.4427,28.4297,6819.58,403.656,90.2913,26.2695,-29.6419,10491.7,-3819.58,-1.84046,361.962,-178.656,1.70927,133408,3.33636e+06,78977,0.531862,
35.4,8.41173,0,-9.89822,49019.8,1.29258,-80.442,28.4297,6855.36,404.469,90.2929,26.3042,-30.0114,10564.1,-3855.36,-1.85375,362.583,-179.235,1.71191,133390,3.33904e+06,78958.6,0.530607,
35.6,8.44272,0,-9.87429,49018.2,1.29581,-80.4413,28.4297,6891.27,405.288,90.2945,26.3382,-30.3834,10636.7,-3891.27,-1.8671,363.211,-179.814,1.71456,133371,3.34172e+06,78940.3,0.529343,
35.8,8.47374,0,-9.85018,49016.5,1.29907,-80.4405,28.4297,6927.29,406.112,90.2961,26.3715,-30.7582,10709.4,-3927.29,-1.88052,363.844,-180.391,1.71722,133353,3.34439e+06,78921.9,0.528068,
36,8.50481,0,-9.82589,49014.8,1.30235,-80.4398,28.4297,6963.43,406.942,90.2977,26.4042,-31.1357,10782.3,-3963.43,-1.89401,364.484,-180.967,1.71989,133335,3.34706e+06,78903.5,0.526783,
36.2,8.53591,0,-9.80142,49013.2,1.30566,-80.439,28.4297,6999.68,407.776,90.2993,26.4362,-31.5158,10855.2,-3999.68,-1.90756,365.13,-181.542,1.72257,133316,3.34973e+06,78885.2,0.525488,
36.4,8.56706,0,-9.77677,49011.6,1.30898,-80.4383,28.4297,7036.04,408.616,90.3009,26.4675,-31.8987,10928.3,-4036.04,-1.92119,365.783,-182.116,1.72525,133298,3.35239e+06,78866.8,0.524182,
36.6,8.59825,0,-9.75194,49009.9,1.31233,-80.4375,28.4297,7072.52,409.461,90.3025,26.4982,-32.2843,11001.5,-4072.52,-1.93488,366.441,-182.689,1.72795,133279,3.35506e+06,78848.4,0.522866,
36.8,8.62948,0,-9.72692,49008.3,1.3157,-80.4368,28.4297,7109.12,410.311,90.3041,26.5281,-32.6726,11074.9,-4109.12,-1.94864,367.107,-183.26,1.73065,133261,3.35772e+06,78830,0.521539,
37,8.66075,0,-9.70172,49006.7,1.3191,-80.436,28.4297,7145.83,411.167,90.3057,26.5574,-33.0638,11148.4,-4145.83,-1.96248,367.778,-183.83,1.73336,133243,3.36037e+06,78811.5,0.520201,
37.2,8.69206,0,-9.67633,49005.2,1.32251,-80.4353,28.4297,7182.65,412.028,90.3073,26.5859,-33.4576,11222,-4182.65,-1.97638,368.457,-184.399,1.73608,133224,3.36302e+06,78793.1,0.518853,
37.4,8.72341,0,-9.65075,49003.6,1.32596,-80.4345,28.4297,7219.59,412.895,90.3089,26.6138,-33.8543,11295.8,-4219.59,-1.99036,369.142,-184.966,1.73881,133206,3.36567e+06,78774.7,0.517494,
37.6,8.75481,0,-9.62498,49002.1,1.32942,-80.4338,28.4297,7256.64,413.767,90.3105,26.641,-34.2538,11369.7,-4256.64,-2.00442,369.833,-185.532,1.74155,133187,3.36832e+06,78756.2,0.516124,
37.8,8.78625,0,-9.59902,49000.5,1.33291,-80.433,28.4297,7293.8,414.644,90.3121,26.6674,-34.6561,11443.7,-4293.8,-2.01854,370.532,-186.097,1.7443,133169,3.37096e+06,78737.7,0.514742,
38,8.81773,0,-9.57287,48999,1.33642,-80.4323,28.4297,7331.07,415.527,90.3137,26.6932,-35.0612,11517.9,-4331.07,-2.03274,371.237,-186.66,1.74705,133150,3.3736e+06,78719.2,0.51335,
38.2,8.84925,0,-9.54653,48997.5,1.33995,-80.4315,28.4297,7368.46,416.416,90.3153,26.7182,-35.4692,11592.2,-4368.46,-2.04702,371.949,-187.222,1.74982,133132,3.37624e+06,78700.8,0.511946,
38.4,8.88078,0,-9.51999,48996,1.34351,-80.4307,28.4297,7405.96,417.31,90.3169,26.7425,-35.88,11666.6,-4405.96,-2.06138,372.668,-187.782,1.75266,133113,3.37887e+06,78682.3,0.510531,
38.6,8.91239,0,-9.49326,48994.5,1.34709,-80.43,28.4297,7443.58,418.21,90.3185,26.7661,-36.2937,11741.3,-4443.58,-2.07581,373.394,-188.34,1.75551,133095,3.38151e+06,78663.7,0.509104,
38.8,8.94405,0,-9.46633,48993.1,1.3507,-80.4292,28.4297,7481.3,419.115,90.3201,26.7889,-36.7104,11816,-4481.3,-2.09033,374.127,-188.897,1.75837,133076,3.38413e+06,78645.2,0.507666,
39,8.97574,0,-9.4392,48991.6,1.35433,-80.4284,28.4297,7519.13,420.026,90.3217,26.8111,-37.1299,11890.9,-4519.13,-2.10492,374.867,-189.453,1.76124,133058,3.38676e+06,78626.7,0.506216,
39.2,9.00747,0,-9.41188,48990.2,1.35798,-80.4277,28.4297,7557.08,420.943,90.3233,26.8325,-37.5523,11966,-4557.08,-2.11959,375.614,-190.006,1.76411,133039,3.38938e+06,78608.1,0.504754,
39.4,9.03924,0,-9.38435,48988.8,1.36166,-80.4269,28.4297,7595.14,421.865,90.3249,26.8531,-37.9777,12041.2,-4595.14,-2.13435,376.368,-190.558,1.767,133021,3.392e+06,78589.6,0.50328,
39.6,9.07106,0,-9.35662,48987.4,1.36537,-80.4261,28.4297,7633.3,422.793,90.3265,26.873,-38.4061,12116.5,-4633.3,-2.14919,377.13,-191.109,1.7699,133002,3.39461e+06,78571,0.501794,
39.8,9.10291,0,-9.32868,48986,1.3691,-80.4254,28.4297,7671.58,423.727,90.3281,26.8922,-38.8374,12192,-4671.58,-2.16411,377.899,-191.657,1.77281,132983,3.39723e+06,78552.4,0.500296,
40,9.13481,0,-9.30054,48984.6,1.37285,-80.4246,28.4296,7709.97,424.667,90.3297,26.9106,-39.2717,12267.7,-4709.97,-2.17912,378.675,-192.204,1.77573,132965,3.39983e+06,78533.8,0.498786,
40.2,9.16674,0,-9.27219,48983.2,1.37663,-80.4238,28.4296,7748.46,425.612,90.3313,26.9282,-39.7091,12343.5,-4748.46,-2.19421,379.459,-192.749,1.77865,132946,3.40244e+06,78515.2,0.497263,
40.4,9.19872,0,-9.24364,48981.9,1.38043,-80.423,28.4296,7787.07,426.564,90.3329,26.9451,-40.1494,12419.4,-4787.07,-2.20939,380.25,-193.292,1.78159,132928,3.40504e+06,78496.6,0.495728,
40.6,9.23074,0,-9.21488,48980.5,1.38427,-80.4223,28.4296,7825.78,427.521,90.3345,26.9612,-40.5928,12495.6,-4825.78,-2.22465,381.049,-193.833,1.78454,132909,3.40764e+06,78477.9,0.494181,
40.8,9.2628,0,-9.1859,48979.2,1.38812,-80.4215,28.4296,7864.6,428.484,90.3361,26.9766,-41.0393,12571.9,-4864.6,-2.24001,381.855,-194.372,1.78749,132890,3.41023e+06,78459.3,0.49262,
41,9.2949,0,-9.15672,48977.9,1.392,-80.4207,28.4296,7903.53,429.454,90.3377,26.9912,-41.4888,12648.3,-4903.53,-2.25545,382.669,-194.909,1.79046,132872,3.41282e+06,78440.6,0.491047,
41.2,9.32704,0,-9.12732,48976.6,1.39591,-80.4199,28.4296,7942.56,430.429,90.3393,27.005,-41.9415,12724.9,-4942.56,-2.27099,383.491,-195.444,1.79344,132853,3.4154e+06,78421.9,0.489461,
41.4,9.35922,0,-9.0977,48975.4,1.39985,-80.4191,28.4296,7981.7,431.41,90.3409,27.0181,-42.3972,12801.7,-4981.7,-2.28662,384.321,-195.977,1.79642,132834,3.41799e+06,78403.3,0.487862,
41.6,9.39143,0,-9.06787,48974.1,1.40381,-80.4184,28.4296,8020.95,432.398,90.3425,27.0303,-42.8561,12878.7,-5020.95,-2.30234,385.158,-196.508,1.79942,132816,3.42056e+06,78384.6,0.486249,
41.8,9.42369,0,-9.03782,48972.9,1.4078,-80.4176,28.4296,8060.31,433.391,90.3441,27.0418,-43.3182,12955.8,-5060.31,-2.31815,386.004,-197.037,1.80242,132797,3.42314e+06,78365.9,0.484624,
42,9.45599,0,-9.00755,48971.6,1.41181,-80.4168,28.4296,8099.77,434.391,90.3457,27.0524,-43.7834,13033.1,-5099.77,-2.33406,386.857,-197.563,1.80544,132778,3.42571e+06,78347.1,0.482984,
42.2,9.48833,0,-8.97707,48970.4,1.41585,-80.416,28.4296,8139.33,435.396,90.3473,27.0623,-44.2518,13110.5,-5139.33,-2.35006,387.719,-198.088,1.80847,132759,3.42827e+06,78328.4,0.481332,
42.4,9.5207,0,-8.94635,48969.2,1.41992,-80.4152,28.4296,8179,436.408,90.3489,27.0714,-44.7234,13188.2,-5179,-2.36616,388.588,-198.61,1.8115,132741,3.43084e+06,78309.6,0.479665,
42.6,9.55311,0,-8.91542,48968,1.42402,-80.4144,28.4296,8218.78,437.427,90.3505,27.0797,-45.1983,13266,-5218.78,-2.38236,389.466,-199.129,1.81455,132722,3.43339e+06,78290.9,0.477985,
42.8,9.58556,0,-8.88426,48966.8,1.42814,-80.4136,28.4296,8258.65,438.451,90.3521,27.0872,-45.6764,13343.9,-5258.65,-2.39866,390.352,-199.647,1.8176,132703,3.43595e+06,78272.1,0.476291,
43,9.61805,0,-8.85288,48965.7,1.43229,-80.4128,28.4296,8298.64,439.482,90.3537,27.0938,-46.1577,13422.1,-5298.64,-2.41506,391.246,-200.162,1.82067,132684,3.4385e+06,78253.3,0.474583,
43.2,9.65057,0,-8.82126,48964.6,1.43647,-80.412,28.4296,8338.72,440.519,90.3553,27.0997,-46.6424,13500.4,-5338.72,-2.43156,392.149,-200.674,1.82375,132666,3.44104e+06,78234.5,0.472861,
43.4,9.68313,0,-8.78942,48963.4,1.44067,-80.4112,28.4296,8378.9,441.562,90.3569,27.1047,-47.1304,13579,-5378.9,-2.44816,393.06,-201.184,1.82683,132647,3.44358e+06,78215.7,0.471124,
43.6,9.71573,0,-8.75735,48962.3,1.44491,-80.4104,28.4296,8419.19,442.612,90.3585,27.1089,-47.6217,13657.7,-5419.19,-2.46487,393.98,-201.691,1.82993,132628,3.44611e+06,78196.9,0.469373,
43.8,9.74836,0,-8.72504,48961.2,1.44917,-80.4096,28.4296,8459.58,443.668,90.3601,27.1123,-48.1163,13736.6,-5459.58,-2.48168,394.908,-202.196,1.83304,132609,3.44865e+06,78178.1,0.467608,
44,9.78102,0,-8.6925,48960.1,1.45346,-80.4088,28.4296,8500.07,444.731,90.3616,27.1149,-48.6143,13815.6,-5500.07,-2.49859,395.844,-202.698,1.83615,132590,3.45117e+06,78159.2,0.465827,
44.2,9.81372,0,-8.65973,48959.1,1.45778,-80.408,28.4296,8540.66,445.8,90.3632,27.1166,-49.1158,13894.9,-5540.66,-2.51561,396.79,-203.197,1.83928,132571,3.45369e+06,78140.4,0.464032,
44.4,9.84645,0,-8.62672,48958,1.46213,-80.4072,28.4296,8581.35,446.875,90.3648,27.1175,-49.6206,13974.3,-5581.35,-2.53275,397.744,-203.693,1.84242,132552,3.45621e+06,78121.5,0.462222,
44.6,9.87921,0,-8.59347,48957,1.46651,-80.4064,28.4295,8622.14,447.958,90.3664,27.1176,-50.1289,14054,-5622.14,-2.54999,398.707,-204.187,1.84557,132534,3.45872e+06,78102.6,0.460397,
44.8,9.91201,0,-8.55998,48956,1.47091,-80.4055,28.4295,8663.02,449.046,90.368,27.1168,-50.6406,14133.8,-5663.02,-2.56734,399.679,-204.678,1.84873,132515,3.46122e+06,78083.7,0.458556,
45,9.94483,0,-8.52625,48955,1.47535,-80.4047,28.4295,8704.01,450.142,90.3696,27.1151,-51.1558,14213.9,-5704.01,-2.5848,400.66,-205.166,1.85189,132496,3.46372e+06,78064.8,0.4567,
45.2,9.97769,0,-8.49227,48954,1.47981,-80.4039,28.4295,8745.09,451.244,90.3712,27.1126,-51.6745,14294.1,-5745.09,-2.60237,401.649,-205.65,1.85507,132477,3.46621e+06,78045.9,0.454829,
45.4,10.0106,0,-8.45805,48953,1.4843,-80.4031,28.4295,8786.27,452.352,90.3728,27.1093,-52.1968,14374.5,-5786.27,-2.62006,402.648,-206.132,1.85826,132458,3.4687e+06,78026.9,0.452942,
45.6,10.0435,0,-8.42359,48952.1,1.48883,-80.4023,28.4295,8827.54,453.468,90.3744,27.1051,-52.7226,14455.2,-5827.54,-2.63787,403.656,-206.611,1.86146,132439,3.47119e+06,78008,0.451039,
45.8,10.0764,0,-8.38888,48951.2,1.49338,-80.4014,28.4295,8868.91,454.59,90.376,27.1,-53.2519,14536,-5868.91,-2.65579,404.673,-207.086,1.86467,132420,3.47366e+06,77989,0.44912,
46,10.1094,0,-8.35392,48950.2,1.49797,-80.4006,28.4295,8910.38,455.719,90.3776,27.0941,-53.7849,14617,-5910.38,-2.67382,405.699,-207.559,1.86789,132401,3.47613e+06,77970,0.447185,
46.2,10.1415,0,-8.33147,48949.3,1.50258,-80.3998,28.4295,8951.93,456.854,90.3792,27.0874,-54.3215,14698.3,-5951.93,-2.69198,406.735,-208.028,1.86932,132382,3.47812e+06,77951,0.446111,
46.4,10.1748,0,-8.31906,48948.4,1.50722,-80.3989,28.4295,8993.59,457.997,90.3808,27.0803,-54.8617,14779.7,-5993.59,-2.71024,407.777,-208.498,1.86941,132363,3.47996e+06,77932,0.445725,
46.6,10.2081,0,-8.30656,48947.5,1.5119,-80.3981,28.4295,9035.33,459.146,90.3824,27.073,-55.4056,14861.4,-6035.33,-2.72861,408.827,-208.969,1.86951,132344,3.48179e+06,77913,0.445336,
46.8,10.2415,0,-8.29397,48946.6,1.5166,-80.3973,28.4295,9077.18,460.302,90.384,27.0653,-55.9531,14943.2,-6077.18,-2.74708,409.885,-209.44,1.86961,132325,3.48361e+06,77893.9,0.444944,
47,10.2751,0,-8.28128,48945.7,1.52134,-80.3964,28.4295,9119.11,461.465,90.3856,27.0574,-56.5044,15025.3,-6119.11,-2.76567,410.949,-209.912,1.86971,132306,3.48544e+06,77874.8,0.444547,
47.2,10.3088,0,-8.2685,48944.8,1.52611,-80.3956,28.4295,9161.14,462.635,90.3872,27.0491,-57.0594,15107.6,-6161.14,-2.78436,412.022,-210.385,1.86983,132287,3.48727e+06,77855.7,0.444148,
47.4,10.3427,0,-8.25562,48943.9,1.53091,-80.3948,28.4295,9203.26,463.813,90.3888,27.0405,-57.6182,15190.1,-6203.26,-2.80317,413.101,-210.859,1.86995,132268,3.48912e+06,77836.5,0.443745,
