1 input_climb.asc HYPER3 Two-phased climb  ' HYPER3 ' Dec 31 2024 09:11:24
  0  0 23
time,FSPV1,FSPV2,FSPV3,pdynmc,mach,lonx,latx,alt,dvbe,psivgx,thtvgx,SBEG1,SBEG2,SBEG3,VBEG1,VBEG2,VBEG3,throttle,mass,thrust,fmassr,cl_ov_cd,
72.2,19.0354,0,-5.38691,48724.1,2.42628,-80.2643,28.4285,15119.3,715.001,90.5902,22.1828,-168.371,27969.4,-12119.3,-6.81952,662.044,-269.958,1.9373,129607,4.12742e+06,75175.5,0.317102,
72.4,19.0687,0,-5.35796,48727.2,2.43672,-80.263,28.4285,15173.4,718.076,90.5919,22.127,-169.74,28102.2,-12173.4,-6.8712,665.155,-270.471,1.93314,129583,4.12611e+06,75152.1,0.315784,
72.6,19.1202,0,-5.32954,48729,2.44719,-80.2616,28.4285,15227.5,721.161,90.5936,22.071,-171.119,28235.5,-12227.5,-6.92322,668.278,-270.98,1.92977,129560,4.12709e+06,75128.7,0.314453,
72.8,19.1838,0,-5.30141,48730,2.4577,-80.2602,28.4285,15281.7,724.26,90.5952,22.0147,-172.509,28369.5,-12281.7,-6.9756,671.416,-271.485,1.92692,129536,4.12958e+06,75105.3,0.313108,
73,19.2555,0,-5.27341,48730.6,2.46827,-80.2589,28.4284,15336.1,727.374,90.5969,21.9582,-173.91,28504.1,-12336.1,-7.02836,674.571,-271.987,1.92441,129513,4.13309e+06,75081.9,0.311747,
73.2,19.3327,0,-5.24542,48730.8,2.47889,-80.2575,28.4284,15390.5,730.505,90.5986,21.9014,-175.321,28639.3,-12390.5,-7.08153,677.745,-272.486,1.92213,129490,4.13726e+06,75058.5,0.310369,
73.4,19.4137,0,-5.21738,48730.8,2.48958,-80.2561,28.4284,15445.1,733.653,90.6003,21.8444,-176.742,28775.2,-12445.1,-7.13511,680.937,-272.983,1.92001,129466,4.14188e+06,75035.1,0.308975,
73.6,19.4974,0,-5.18924,48730.6,2.50032,-80.2547,28.4284,15499.7,736.82,90.602,21.7872,-178.175,28911.7,-12499.7,-7.18911,684.15,-273.479,1.91799,129443,4.1468e+06,75011.6,0.307563,
73.8,19.583,0,-5.16097,48730.4,2.51113,-80.2533,28.4284,15554.5,740.005,90.6038,21.7298,-179.618,29048.8,-12554.5,-7.24354,687.382,-273.972,1.91605,129419,4.15194e+06,74988.2,0.306133,
74,19.67,0,-5.13256,48730.1,2.522,-80.2519,28.4284,15609.3,743.21,90.6055,21.6721,-181.072,29186.6,-12609.3,-7.2984,690.635,-274.463,1.91415,129396,4.15723e+06,74964.7,0.304685,
74.2,19.7582,0,-5.10397,48729.8,2.53294,-80.2505,28.4284,15664.3,746.433,90.6072,21.6142,-182.537,29325.1,-12664.3,-7.3537,693.909,-274.953,1.91229,129372,4.16262e+06,74941.2,0.303218,
74.4,19.8473,0,-5.07521,48729.4,2.54395,-80.2491,28.4283,15719.3,749.677,90.6089,21.5561,-184.014,29464.2,-12719.3,-7.40945,697.204,-275.441,1.91047,129349,4.1681e+06,74917.7,0.301732,
74.6,19.9372,0,-5.04627,48729,2.55502,-80.2476,28.4283,15774.4,752.94,90.6106,21.4978,-185.501,29604,-12774.4,-7.46564,700.52,-275.926,1.90866,129325,4.17364e+06,74894.1,0.300226,
74.8,20.0279,0,-5.01715,48728.7,2.56616,-80.2462,28.4283,15829.7,756.223,90.6123,21.4392,-187,29744.4,-12829.7,-7.52228,703.857,-276.41,1.90687,129302,4.17923e+06,74870.6,0.2987,
75,20.1191,0,-4.98784,48728.3,2.57737,-80.2448,28.4283,15885,759.527,90.614,21.3804,-188.51,29885.5,-12885,-7.57938,707.216,-276.892,1.9051,129278,4.18487e+06,74847,0.297153,
75.2,20.211,0,-4.95833,48727.9,2.58864,-80.2433,28.4283,15940.4,762.85,90.6157,21.3214,-190.032,30027.3,-12940.4,-7.63694,710.596,-277.372,1.90334,129254,4.19055e+06,74823.5,0.295586,
75.4,20.3035,0,-4.92863,48727.5,2.59999,-80.2419,28.4283,15995.9,766.194,90.6175,21.2622,-191.565,30169.8,-12995.9,-7.69497,713.998,-277.85,1.90159,129231,4.19627e+06,74799.9,0.293998,
75.6,20.3965,0,-4.89873,48727.1,2.6114,-80.2404,28.4283,16051.6,769.558,90.6192,21.2027,-193.11,30312.9,-13051.6,-7.75347,717.422,-278.325,1.89986,129207,4.20202e+06,74776.3,0.292388,
75.8,20.4901,0,-4.86863,48726.7,2.62289,-80.2389,28.4283,16107.3,772.943,90.6209,21.1431,-194.666,30456.7,-13107.3,-7.81243,720.868,-278.799,1.89813,129184,4.2078e+06,74752.6,0.290756,
76,20.5843,0,-4.83833,48726.3,2.63444,-80.2375,28.4282,16163.1,776.348,90.6226,21.0832,-196.235,30601.2,-13163.1,-7.87188,724.336,-279.27,1.89642,129160,4.21362e+06,74729,0.289102,
76.2,20.679,0,-4.80783,48725.9,2.64607,-80.236,28.4282,16219,779.774,90.6244,21.0231,-197.815,30746.5,-13219,-7.9318,727.826,-279.739,1.89472,129136,4.21947e+06,74705.3,0.287425,
76.4,20.7743,0,-4.77713,48725.6,2.65777,-80.2345,28.4282,16275,783.222,90.6261,20.9628,-199.407,30892.4,-13275,-7.99221,731.339,-280.206,1.89303,129113,4.22534e+06,74681.6,0.285725,
76.6,20.8701,0,-4.74622,48725.2,2.66953,-80.233,28.4282,16331.1,786.69,90.6279,20.9022,-201.012,31039,-13331.1,-8.05311,734.874,-280.671,1.89134,129089,4.23125e+06,74657.9,0.284001,
76.8,20.9665,0,-4.71511,48724.8,2.68137,-80.2315,28.4282,16387.2,790.179,90.6296,20.8415,-202.629,31186.3,-13387.2,-8.1145,738.432,-281.133,1.88967,129065,4.23719e+06,74634.2,0.282253,
77,21.0634,0,-4.68379,48724.4,2.69329,-80.23,28.4282,16443.5,793.69,90.6313,20.7805,-204.258,31334.4,-13443.5,-8.17639,742.012,-281.592,1.88801,129042,4.24316e+06,74610.5,0.28048,
77.2,21.1608,0,-4.65226,48724.1,2.70527,-80.2285,28.4282,16499.9,797.222,90.6331,20.7193,-205.899,31483.1,-13499.9,-8.23878,745.616,-282.049,1.88635,129018,4.24915e+06,74586.8,0.278683,
77.4,21.2588,0,-4.62053,48723.7,2.71733,-80.2269,28.4281,16556.3,800.775,90.6348,20.6579,-207.553,31632.6,-13556.3,-8.30168,749.242,-282.504,1.88471,128994,4.25518e+06,74563,0.276859,
77.6,21.3573,0,-4.58858,48723.4,2.72946,-80.2254,28.4281,16612.9,804.351,90.6366,20.5963,-209.22,31782.8,-13612.9,-8.36509,752.892,-282.956,1.88307,128970,4.26123e+06,74539.2,0.27501,
77.8,21.4564,0,-4.55641,48723,2.74166,-80.2239,28.4281,16669.5,807.947,90.6383,20.5345,-210.899,31933.8,-13669.5,-8.42901,756.564,-283.405,1.88144,128946,4.26731e+06,74515.4,0.273133,
78,21.556,0,-4.52404,48722.6,2.75394,-80.2223,28.4281,16726.2,811.566,90.6401,20.4725,-212.592,32085.5,-13726.2,-8.49345,760.261,-283.851,1.87982,128923,4.27342e+06,74491.6,0.27123,
78.2,21.6561,0,-4.49145,48722.3,2.7663,-80.2208,28.4281,16783.1,815.207,90.6418,20.4102,-214.297,32237.9,-13783.1,-8.55842,763.98,-284.294,1.87821,128899,4.27955e+06,74467.8,0.269299,
78.4,21.7568,0,-4.45864,48722,2.77872,-80.2192,28.4281,16840,818.87,90.6436,20.3478,-216.015,32391.1,-13840,-8.62391,767.723,-284.735,1.87661,128875,4.28571e+06,74444,0.26734,
78.6,21.858,0,-4.42561,48721.6,2.79123,-80.2176,28.428,16897,822.555,90.6453,20.2851,-217.746,32545,-13897,-8.68993,771.49,-285.173,1.87501,128851,4.2919e+06,74420.1,0.265352,
78.8,21.9598,0,-4.39237,48721.3,2.80381,-80.2161,28.428,16954,826.262,90.6471,20.2222,-219.491,32699.7,-13954,-8.7565,775.281,-285.607,1.87343,128827,4.29812e+06,74396.2,0.263334,
79,22.0621,0,-4.3589,48721,2.81646,-80.2145,28.428,17011.2,829.992,90.6489,20.1591,-221.249,32855.1,-14011.2,-8.8236,779.096,-286.039,1.87184,128803,4.30435e+06,74372.4,0.261286,
79.2,22.1649,0,-4.32521,48720.6,2.82919,-80.2129,28.428,17068.5,833.744,90.6506,20.0958,-223.021,33011.3,-14068.5,-8.89124,782.934,-286.467,1.87027,128779,4.31062e+06,74348.5,0.259208,
79.4,22.2682,0,-4.2913,48720.3,2.842,-80.2113,28.428,17125.8,837.519,90.6524,20.0323,-224.806,33168.3,-14125.8,-8.95944,786.797,-286.892,1.8687,128756,4.31691e+06,74324.5,0.257098,
79.6,22.3721,0,-4.25716,48720,2.85489,-80.2097,28.428,17183.2,841.317,90.6542,19.9686,-226.604,33326,-14183.2,-9.02819,790.685,-287.314,1.86714,128732,4.32322e+06,74300.6,0.254956,
79.8,22.4765,0,-4.2228,48719.7,2.86785,-80.2081,28.4279,17240.7,845.137,90.656,19.9047,-228.417,33484.5,-14240.7,-9.0975,794.597,-287.733,1.86559,128708,4.32956e+06,74276.7,0.252782,
80,22.5814,0,-4.18821,48719.4,2.88089,-80.2064,28.4279,17298.3,848.981,90.6577,19.8406,-230.243,33643.9,-14298.3,-9.16737,798.533,-288.148,1.86404,128684,4.33592e+06,74252.7,0.250574,
80.2,22.6868,0,-4.15339,48719.1,2.89401,-80.2048,28.4279,17356,852.847,90.6595,19.7763,-232.084,33804,-14356,-9.23781,802.494,-288.56,1.8625,128660,4.3423e+06,74228.7,0.248332,
80.4,22.7927,0,-4.11833,48718.9,2.90721,-80.2032,28.4279,17413.7,856.737,90.6613,19.7118,-233.939,33964.9,-14413.7,-9.30883,806.48,-288.968,1.86097,128636,4.34871e+06,74204.7,0.246056,
80.6,22.8992,0,-4.08305,48718.6,2.92049,-80.2015,28.4279,17471.6,860.65,90.6631,19.647,-235.807,34126.5,-14471.6,-9.38042,810.49,-289.372,1.85944,128612,4.35513e+06,74180.7,0.243744,
80.8,23.0062,0,-4.04753,48718.3,2.93385,-80.1999,28.4279,17529.5,864.587,90.6649,19.5821,-237.691,34289,-14529.5,-9.45259,814.526,-289.773,1.85791,128588,4.36158e+06,74156.7,0.241395,
81,23.1136,0,-4.01178,48718.1,2.94728,-80.1982,28.4278,17587.5,868.547,90.6667,19.517,-239.589,34452.4,-14587.5,-9.52535,818.587,-290.17,1.8564,128564,4.36805e+06,74132.6,0.239009,
81.2,23.2216,0,-3.97579,48717.8,2.9608,-80.1965,28.4278,17645.5,872.531,90.6685,19.4517,-241.501,34616.5,-14645.5,-9.5987,822.673,-290.563,1.85488,128540,4.37453e+06,74108.6,0.236586,
81.4,23.3301,0,-3.93957,48717.6,2.9744,-80.1948,28.4278,17703.7,876.538,90.6703,19.3861,-243.428,34781.4,-14703.7,-9.67265,826.785,-290.952,1.85337,128516,4.38104e+06,74084.5,0.234123,
81.6,23.4391,0,-3.9031,48717.4,2.98808,-80.1931,28.4278,17761.9,880.57,90.6721,19.3204,-245.37,34947.2,-14761.9,-9.7472,830.922,-291.337,1.85187,128491,4.38756e+06,74060.4,0.231621,
81.8,23.5504,0,-3.87054,48717.1,3.00184,-80.1914,28.4278,17820.2,884.625,90.6739,19.2545,-247.327,35113.8,-14820.2,-9.82236,835.084,-291.718,1.85101,128467,4.39501e+06,74036.3,0.229329,
82,23.6606,0,-3.86425,48717,3.01568,-80.1897,28.4278,17878.6,888.705,90.6757,19.1886,-249.299,35281.2,-14878.6,-9.89811,839.272,-292.098,1.85384,128443,4.40665e+06,74012.2,0.228639,
82.2,23.7714,0,-3.85791,48716.8,3.02961,-80.188,28.4277,17937.1,892.809,90.6775,19.1229,-251.286,35449.5,-14937.1,-9.97446,843.483,-292.48,1.85669,128419,4.41834e+06,73988,0.227944,
82.4,23.8829,0,-3.85152,48716.6,3.04362,-80.1863,28.4277,17995.6,896.938,90.6793,19.0574,-253.289,35618.6,-14995.6,-10.0514,847.718,-292.864,1.85957,128395,4.43011e+06,73963.7,0.227243,
82.6,23.9952,0,-3.8451,48716.4,3.05771,-80.1846,28.4277,18054.2,901.09,90.6811,18.9922,-255.307,35788.6,-15054.2,-10.1289,851.978,-293.25,1.86249,128370,4.44196e+06,73939.3,0.226535,
82.8,24.1084,0,-3.83864,48716.3,3.07188,-80.1828,28.4277,18112.9,905.268,90.683,18.9271,-257.34,35959.4,-15112.9,-10.2071,856.261,-293.637,1.86545,128346,4.4539e+06,73914.9,0.225821,
83,24.2224,0,-3.83215,48716.1,3.08614,-80.1811,28.4277,18171.7,909.47,90.6848,18.8622,-259.39,36131.1,-15171.7,-10.2859,860.569,-294.025,1.86844,128321,4.46594e+06,73890.4,0.225101,
83.2,24.3374,0,-3.82562,48715.9,3.10049,-80.1793,28.4277,18230.5,913.698,90.6866,18.7975,-261.455,36303.7,-15230.5,-10.3652,864.902,-294.415,1.87147,128297,4.47807e+06,73865.9,0.224374,
83.4,24.4534,0,-3.81906,48715.6,3.11492,-80.1775,28.4276,18289.4,917.95,90.6884,18.733,-263.536,36477.1,-15289.4,-10.4453,869.26,-294.807,1.87454,128272,4.49031e+06,73841.2,0.223641,
83.6,24.5703,0,-3.81246,48715.4,3.12943,-80.1758,28.4276,18348.4,922.228,90.6903,18.6687,-265.633,36651.4,-15348.4,-10.5259,873.642,-295.201,1.87765,128248,4.50266e+06,73816.5,0.222901,
83.8,24.6882,0,-3.80583,48715.2,3.14403,-80.174,28.4276,18407.5,926.532,90.6921,18.6046,-267.746,36826.5,-15407.5,-10.6072,878.05,-295.596,1.8808,128223,4.51511e+06,73791.8,0.222154,
84,24.8072,0,-3.79917,48714.9,3.15872,-80.1722,28.4276,18466.7,930.861,90.694,18.5407,-269.876,37002.6,-15466.7,-10.6891,882.483,-295.993,1.884,128198,4.52768e+06,73766.9,0.221401,
84.2,24.9271,0,-3.79247,48714.6,3.1735,-80.1704,28.4276,18525.9,935.216,90.6958,18.477,-272.022,37179.5,-15525.9,-10.7716,886.941,-296.392,1.88723,128173,4.54035e+06,73742,0.22064,
84.4,25.0481,0,-3.78574,48714.3,3.18837,-80.1686,28.4275,18585.2,939.598,90.6977,18.4135,-274.185,37357.4,-15585.2,-10.8549,891.426,-296.793,1.89051,128148,4.55313e+06,73717,0.219873,
84.6,25.1702,0,-3.77897,48714,3.20332,-80.1667,28.4275,18644.6,944.005,90.6995,18.3502,-276.364,37536.1,-15644.6,-10.9387,895.936,-297.195,1.89383,128123,4.56603e+06,73692,0.219099,
84.8,25.2932,0,-3.77217,48713.7,3.21837,-80.1649,28.4275,18704.1,948.44,90.7014,18.2871,-278.56,37715.7,-15704.1,-11.0233,900.473,-297.599,1.89719,128098,4.57904e+06,73666.8,0.218317,
85,25.4174,0,-3.76534,48713.3,3.23351,-80.1631,28.4275,18763.7,952.901,90.7032,18.2241,-280.773,37896.3,-15763.7,-11.1085,905.035,-298.006,1.9006,128073,4.59217e+06,73641.6,0.217528,
85.2,25.5427,0,-3.75847,48713,3.24874,-80.1612,28.4275,18823.3,957.389,90.7051,18.1614,-283.004,38077.8,-15823.3,-11.1944,909.625,-298.414,1.90405,128047,4.60542e+06,73616.3,0.216732,
85.4,25.669,0,-3.75157,48712.6,3.26406,-80.1594,28.4274,18883,961.904,90.7069,18.0989,-285.251,38260.1,-15883,-11.281,914.241,-298.823,1.90755,128022,4.61878e+06,73591,0.215929,
85.6,25.7964,0,-3.74463,48712.2,3.27947,-80.1575,28.4274,18942.8,966.447,90.7088,18.0366,-287.516,38443.4,-15942.8,-11.3682,918.884,-299.235,1.91108,127997,4.63226e+06,73565.5,0.215118,
85.8,25.925,0,-3.73766,48711.8,3.29498,-80.1556,28.4274,19002.7,971.017,90.7107,17.9745,-289.798,38627.7,-16002.7,-11.4562,923.555,-299.649,1.91467,127971,4.64587e+06,73540,0.214299,
86,26.0547,0,-3.73065,48711.4,3.31058,-80.1537,28.4274,19062.7,975.615,90.7126,17.9125,-292.099,38812.9,-16062.7,-11.5449,928.252,-300.065,1.9183,127945,4.65959e+06,73514.4,0.213473,
86.2,26.1855,0,-3.72361,48711,3.32628,-80.1518,28.4274,19122.8,980.241,90.7144,17.8508,-294.416,38999,-16122.8,-11.6343,932.978,-300.482,1.92197,127920,4.67344e+06,73488.7,0.212638,
86.4,26.3174,0,-3.71653,48710.5,3.34207,-80.1499,28.4273,19182.9,984.896,90.7163,17.7893,-296.752,39186.1,-16182.9,-11.7244,937.731,-300.902,1.92569,127894,4.68742e+06,73463,0.211796,
86.6,26.4506,0,-3.70942,48710.1,3.35796,-80.148,28.4273,19243.1,989.579,90.7182,17.7279,-299.106,39374.1,-16243.1,-11.8152,942.513,-301.324,1.92946,127868,4.70152e+06,73437.2,0.210946,
86.8,26.5849,0,-3.70227,48709.6,3.37395,-80.1461,28.4273,19303.4,994.29,90.7201,17.6668,-301.478,39563.1,-16303.4,-11.9068,947.322,-301.748,1.93327,127842,4.71574e+06,73411.2,0.210088,
87,26.7204,0,-3.69508,48709.1,3.39003,-80.1441,28.4273,19363.8,999.031,90.722,17.6058,-303.869,39753,-16363.8,-11.9991,952.161,-302.174,1.93713,127816,4.7301e+06,73385.2,0.209221,
87.2,26.8571,0,-3.68786,48708.6,3.40622,-80.1422,28.4273,19424.3,1003.8,90.7239,17.5451,-306.278,39943.9,-16424.3,-12.0921,957.028,-302.602,1.94104,127790,4.74458e+06,73359.2,0.208346,
87.4,26.995,0,-3.6806,48708.1,3.4225,-80.1402,28.4272,19484.9,1008.6,90.7258,17.4845,-308.706,40135.8,-16484.9,-12.1859,961.924,-303.032,1.945,127764,4.7592e+06,73333,0.207462,
87.6,27.1341,0,-3.67331,48707.5,3.43889,-80.1383,28.4272,19545.5,1013.43,90.7277,17.4242,-311.152,40328.7,-16545.5,-12.2805,966.849,-303.465,1.949,127738,4.77395e+06,73306.8,0.20657,
87.8,27.2745,0,-3.66598,48707,3.45537,-80.1363,28.4272,19606.2,1018.29,90.7296,17.364,-313.618,40522.6,-16606.2,-12.3758,971.804,-303.9,1.95306,127711,4.78884e+06,73280.5,0.205669,
88,27.4162,0,-3.65861,48706.4,3.47196,-80.1343,28.4272,19667.1,1023.18,90.7315,17.3041,-316.103,40717.4,-16667.1,-12.472,976.788,-304.336,1.95716,127685,4.80386e+06,73254.1,0.20476,
88.2,27.5591,0,-3.65121,48705.8,3.48865,-80.1323,28.4271,19728,1028.1,90.7334,17.2443,-318.607,40913.3,-16728,-12.5689,981.803,-304.776,1.96131,127659,4.81902e+06,73227.6,0.203841,
88.4,27.7033,0,-3.64376,48705.2,3.50545,-80.1303,28.4271,19789,1033.05,90.7354,17.1847,-321.13,41110.2,-16789,-12.6666,986.847,-305.217,1.96552,127632,4.83432e+06,73201,0.202913,
88.6,27.8488,0,-3.63628,48704.6,3.52235,-80.1283,28.4271,19850.1,1038.03,90.7373,17.1254,-323.674,41308,-16850.1,-12.765,991.922,-305.661,1.96977,127605,4.84976e+06,73174.3,0.201976,
88.8,27.9956,0,-3.62877,48704,3.53936,-80.1263,28.4271,19911.2,1043.04,90.7392,17.0662,-326.237,41506.9,-16911.2,-12.8643,997.028,-306.108,1.97408,127579,4.86534e+06,73147.6,0.20103,
89,28.1437,0,-3.62121,48703.3,3.55647,-80.1242,28.427,19972.5,1048.08,90.7412,17.0072,-328.819,41706.8,-16972.5,-12.9645,1002.16,-306.556,1.97843,127552,4.88106e+06,73120.7,0.200074,
89.2,28.2932,0,-3.61362,48702.7,3.57369,-80.1222,28.427,20033.9,1053.16,90.7431,16.9484,-331.422,41907.8,-17033.9,-13.0654,1007.33,-307.007,1.98284,127525,4.89693e+06,73093.8,0.199108,
89.4,28.444,0,-3.60599,48702,3.59102,-80.1201,28.427,20095.3,1058.27,90.745,16.8899,-334.046,42109.8,-17095.3,-13.1672,1012.53,-307.461,1.9873,127498,4.91295e+06,73066.8,0.198133,
89.6,28.5962,0,-3.59833,48701.3,3.60846,-80.118,28.427,20156.8,1063.41,90.747,16.8315,-336.689,42312.8,-17156.8,-13.2698,1017.76,-307.917,1.99182,127471,4.92911e+06,73039.7,0.197147,
89.8,28.7498,0,-3.59062,48700.6,3.62601,-80.116,28.427,20218.5,1068.58,90.7489,16.7733,-339.354,42516.9,-17218.5,-13.3733,1023.03,-308.376,1.99638,127443,4.94543e+06,73012.5,0.196152,
90,28.876,0,-3.58167,48699.8,3.64367,-80.1139,28.4269,20280.2,1073.78,90.7509,16.7153,-342.039,42722,-17280.2,-13.4776,1028.32,-308.837,2,127416,4.95822e+06,72985.2,0.195146,
-1.0,28.876,0,-3.58167,48699.8,3.64367,-80.1139,28.4269,20280.2,1073.78,90.7509,16.7153,-342.039,42722,-17280.2,-13.4776,1028.32,-308.837,2,127416,4.95822e+06,72985.2,0.195146,
