1 input_SAM_RF_AC_Radar_#1_#2_#3.asc ' SAM3 vs AC3 ' Mar  6 2026 15:53:19
  0  0 93
time            lconv           msl_time        mach            pdynmc          
0.135821        -0.00162608     -0.139556       0               0               
0               0               120021          19583.7         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
80.9            0               2.002           0.487237        16722.4         
-160            30.0914         -0.01644        5.04671         -0.0164639      
5.04671         -0.00144829     0.014782        0.155397        0.000156799     
-124.427        -45.2876        -58.2328        165.802         58.2328         
-160            25.0463         0.429911        0.000127422     279.972         
31413.9         2.79987         2.69985         379.94          -15.931         
-5.33963        16.1795         0.955613        -0.0590633      5.41632         
5.8425          -0.335172       19553           0               1               
0               0               0               0               0               
25.0246         -160.022        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               34.6426         0.28641         0               0               
0               0.00204057      0.143871        0.000236391     -0.00227696     
0.14183         -0.00180418     -0.145912       0               0               
0               0               120021          19552.9         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81              0               2.102           0.518626        18930.1         
-160            30.1074         -0.0162638      4.88879         -0.0164082      
4.88879         -0.00139834     0.0227802       0.163658        0.000166028     
-138.985        -50.5864        -65.5015        176.462         65.5015         
-160            25.2202         0.474921        0.00014049      278.597         
31416.6         2.79362         2.69235         376.94          -15.973         
-5.35897        16.2125         0.951585        -0.0586944      6.30381         
6.77442         -0.335502       19521.2         0               1               
0               0               0               0               0               
25.1996         -160.023        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               37.9536         0.306752        0               0               
0               0.00173885      0.142629        0.000229944     -0.00196879     
0.140891        -0.00150891     -0.144368       0               0               
0               0               120021          19521           0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.1            0               2.202           0.5501          21277.8         
-160            30.1239         -0.015971       4.73583         -0.016239       
4.73583         -0.00134072     0.0112517       0.165484        0.000170472     
-154.43         -56.2077        -73.2727        187.148         73.2727         
-160            25.3896         0.520739        0.000152655     277.222         
31419.5         2.78737         2.68485         373.94          -16.0139        
-5.37712        16.2457         0.946986        -0.0582915      7.28129         
7.7973          -0.335778       19488.4         0               1               
0               0               0               0               0               
25.3699         -160.023        0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               41.4072         0.327376        0               0               
0               -0.00401938     0.135964        0.00022015      0.00379923      
0.139983        0.00423953      -0.131945       0               0               
0               0               120021          19488.2         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.2            0               2.302           0.581648        23765           
-160            30.1405         -0.0159649      4.58667         -0.0163582      
4.58667         -0.00130812     -0.0168133      0.16557         0.000173767     
-170.76         -62.1515        -81.552         197.857         81.552          
-160            25.5553         0.567202        0.000167449     275.847         
31422.6         2.78112         2.67735         370.94          -16.0537        
-5.39368        16.2789         0.941685        -0.0578469      8.35311         
8.91523         -0.335976       19454.6         0               1               
0               0               0               0               0               
25.5364         -160.024        0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               45.0032         0.348278        0               0               
0               -0.00239728     0.128611        0.000209034     0.00218825      
0.131008        0.00260631      -0.126214       0               0               
0               0               120021          19454.4         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.3            0               2.402           0.613259        26390.7         
-160            30.157          -0.0164424      4.44063         -0.0169629      
4.44063         -0.00131337     -0.0302649      0.164796        0.000179261     
-187.977        -68.4177        -90.3448        208.583         90.3448         
-160            25.7178         0.61405         0.000187723     274.472         
31425.9         2.77487         2.66985         367.94          -16.0925        
-5.40837        16.3122         0.935527        -0.0573513      9.52357         
10.1322         -0.336081       19419.7         0               1               
0               0               0               0               0               
25.6997         -160.024        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               48.7415         0.369451        0               0               
0               0.00510101      0.121372        0.000200566     -0.00530158     
0.116271        -0.00490045     -0.126473       0               0               
0               0               120021          19419.5         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.4            0               2.502           0.644917        29153.5         
-160            30.1734         -0.0165474      4.29723         -0.0171972      
4.29723         -0.0012886      0.022753        0.163314        0.000185048     
-206.078        -75.0059        -99.6562        219.322         99.6562         
-160            25.8776         0.660997        0.000205157     273.097         
31429.4         2.76862         2.66235         364.94          -16.13          
-5.42095        16.3456         0.928301        -0.0567922      10.7968         
11.452          -0.336078       19383.8         0               1               
0               0               0               0               0               
25.8602         -160.025        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               52.6212         0.390885        0               0               
0               0.00229548      0.114343        0.000197616     -0.00249309     
0.112047        -0.00209786     -0.116638       0               0               
0               0               120021          19383.6         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.5            0               2.602           0.67661         32051.8         
-160            30.1896         -0.015783       4.15617         -0.0165646      
4.15617         -0.00120053     0.00498102      0.161148        0.000181488     
-225.062        -81.9157        -109.491        230.07          109.491         
-160            26.0349         0.707751        0.000212009     271.722         
31433           2.76237         2.65485         361.94          -16.1665        
-5.43123        16.379          0.9198          -0.0561574      12.1769         
12.8786         -0.335956       19346.9         0               1               
0               0               0               0               0               
26.0181         -160.025        0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               56.6414         0.412574        0               0               
0               -0.0037794      0.107521        0.000186585     0.00359282      
0.1113          0.00396599      -0.103741       0               0               
0               0               120021          19346.7         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.6            0               2.702           0.708321        35083.4         
-160            30.2056         -0.0165326      4.01723         -0.0174444      
4.01723         -0.00122209     -0.0336856      0.158315        0.00018421      
-244.928        -89.1464        -119.854        240.819         119.854         
-160            26.1898         0.754018        0.000237085     270.347         
31436.9         2.75612         2.64735         358.94          -16.2018        
-5.43904        16.4124         0.909927        -0.0554416      13.6676         
14.4153         -0.335706       19309           0               1               
0               0               0               0               0               
26.1736         -160.026        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
0               60.8005         0.434508        0               0               
0               0.00436819      0.10089         0.000176359     -0.00454455     
0.096522        -0.00419184     -0.105258       0               0               
0               0               120021          19308.8         0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               
81.7            0               2.802           0.740034        38245.7         
-160            30.2213         -0.0160684      3.88029         -0.017112       
3.88029         -0.001158       0.054265        0.154834        0.000184724     
-265.674        -96.6972        -130.749        251.565         130.749         
-160            26.3424         0.799505        0.000247441     268.972         
31441           2.74987         2.63985         355.94          -16.2359        
-5.4442         16.4458         0.89836         -0.0546257      15.2726         
16.0655         -0.335318       19270.1         0               1               
0               0               0               0               0               
26.3267         -160.026        0.000810285     0               0               
