1 input_SAM_RF_AC_Radar_#1_#2_#3.asc Mar  6 2026 15:53:17
  0  0 82
time            mach_m1         pdynmc_m1       SBEL1_m1        SBEL2_m1        
SBEL3_m1        VBEL1_m1        VBEL2_m1        VBEL3_m1        alt_m1          
mach_m2         pdynmc_m2       SBEL1_m2        SBEL2_m2        SBEL3_m2        
VBEL1_m2        VBEL2_m2        VBEL3_m2        alt_m2          mach_m3         
pdynmc_m3       SBEL1_m3        SBEL2_m3        SBEL3_m3        VBEL1_m3        
VBEL2_m3        VBEL3_m3        alt_m3          launch_epo_a1   pdynmc_a1       
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
phiavx_a1       anx_a1          launch_epo_a2   pdynmc_a2       mach_a2         
SAEL1_a2        SAEL2_a2        SAEL3_a2        VAEL1_a2        VAEL2_a2        
VAEL3_a2        psivlx_a2       thtvlx_a2       alt_a2          phiavx_a2       
anx_a2          launch_epo_a3   pdynmc_a3       mach_a3         SAEL1_a3        
SAEL2_a3        SAEL3_a3        VAEL1_a3        VAEL2_a3        VAEL3_a3        
psivlx_a3       thtvlx_a3       alt_a3          phiavx_a3       anx_a3          
lnch_delay_f1   lnch_delay_f1   lnch_delay_f1   SIEL11_f1       SIEL12_f1       
SIEL13_f1       SIEL21_f1       SIEL22_f1       SIEL23_f1       SIEL31_f1       
SIEL32_f1       SIEL33_f1       
-9996.72        15002.5         5501.82         -9996.23        -15698.4        
556.44          -5000.65        
143             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.16919         260900          1648.43         596.389         -2030.18        
421.394         150.243         -565.548        2030.18         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           5750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -6.1581         -11043.4        
-9998.23        14998.2         5744.59         -10005.4        -15699.4        
546.952         -5005.12        
144             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.17073         243462          2071.49         749.105         -2594.88        
424.244         156.129         -556.199        2594.88         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -1.77422        -11048.6        
-9992.1         15002.4         6002.71         -9997.2         -15702.6        
544.106         -4988.28        
145             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.14451         221856          2500.4          911.695         -3136.82        
434.6           169.985         -526.41         3136.82         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -1.36587        -11047.1        
-9996.02        14993.8         6253.1          -10009.1        -15696.5        
568.675         -5008.75        
146             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.12512         204044          2941            1089.66         -3647.74        
446.118         185.759         -496.414        3647.74         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          3.15778         -11044.2        
-9998.55        14995.2         6510            -10003.2        -15700.9        
559.814         -4998.37        
147             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.11754         190238          3391.3          1282.57         -4132.42        
453.834         199.78          -474.336        4132.42         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          5.42312         -11048          
-9996.11        14994.4         6735.65         -10014.6        -15698.5        
564.336         -5007.01        
148             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.11928         179238          3847.83         1488.98         -4598.45        
459.07          213.112         -458.286        4598.45         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.03655         -11039.3        
-10005.1        14992.3         7010.87         -10003.4        -15702.4        
556.843         -4993.46        
149             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.12647         169970          4309.6          1709.31         -5049.16        
464.733         227.93          -442.847        5049.16         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.0809681      -11046.3        
-9996.16        15016.3         7246.02         -9976.93        -15701.2        
560.935         -4993.62        
150             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.13704         161943          4777.89         1945.67         -5483.25        
472.132         245.184         -424.825        5483.25         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.86389        -11041.8        
-10000.2        14998.4         7488.05         -10011.1        -15702.7        
558.856         -4991.97        
151             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.15102         155085          5254.25         2200.35         -5898.02        
480.677         264.435         -404.483        5898.02         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.8267         -11039.5        
-10004.6        15005.6         7738.87         -10002.7        -15699.9        
562.93          -4996.16        
152             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.16938         149441          5739.24         2474.92         -6292.08        
489.2           284.862         -383.729        6292.08         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.83994        -11035.2        
-10009.2        14992           8007.56         -10004.4        -15701.2        
546.64          -4994.92        
153             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.19265         144961          6232.4          2770.3          -6665.84        
496.977         306             -364.001        6665.84         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.66336        -11041          
-10001.3        15006.3         8244.55         -9997.5         -15696.3        
570.978         -5006.3         
154             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.22057         141480          6732.89         3087.15         -7020.49        
503.845         327.836         -345.472        7020.49         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          2.21156         -11053.1        
-9989.96        14997.9         8503.36         -10000.7        -15699.1        
565.197         -4998.35        
155             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.25238         138810          7239.81         3426.28         -7356.95        
509.879         350.586         -327.45         7356.95         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          0.321534        -11040.3        
-10002.9        15003.4         8753.61         -9992.48        -15701.1        
560.405         -4991.75        
156             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.28731         136806          7752.42         3788.68         -7675.23        
515.229         374.402         -308.955        7675.23         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -6.38181        -11041.7        
-9997.74        14984.4         9016.3          -10006.9        -15697.5        
550.214         -5003.61        
157             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.32491         135395          8270.03         4175.44         -7974.54        
519.867         399.274         -289.491        7974.54         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          2.14855         -11044.3        
-9997.9         14987           9256.14         -10013.5        -15700.2        
555.258         -4991.38        
158             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.36501         134555          8791.86         4587.54         -8253.9         
523.622         425.079         -269.093        8253.9          2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.441167       -11036.8        
-10006.6        15011.6         9490            -9991.04        -15699.9        
534.862         -4995.96        
159             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.40757         134281          9316.92         5025.85         -8512.52        
526.302         451.65          -248.077        8512.52         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          10.0427         -11047.4        
-9997.67        14999.7         9745.41         -10005.8        -15698          
554.754         -4996.87        
160             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.45256         134572          9844.05         5491.04         -8749.99        
527.741         478.836         -226.877        8749.99         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          4.69472         -11046.4        
-9996.08        14988.1         10004.7         -10012.8        -15700.2        
555.711         -4995.16        
161             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.49906         135325          10371.6         5983.9          -8966.54        
526.359         507.493         -206.282        8966.54         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          6.61814         -11038.3        
-10004.7        14998.4         10248.1         -10006          -15700.9        
553.055         -4986.03        
162             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.53976         135780          10893.2         6508.43         -9161.38        
514.605         542.809         -182.666        9161.38         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          7.79112         -11045.1        
-9996.33        15001           10502.3         -9997.35        -15699          
557.802         -5001.55        
163             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.57401         135983          11397           7071.19         -9330.78        
491.702         583.053         -155.808        9330.78         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          14.4038         -11043.5        
-10002.2        14984.2         10753.7         -10021.4        -15697          
554.676         -5008.66        
164             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.60773         136628          11874.8         7674.44         -9472.77        
463.457         623.061         -128.329        9472.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.86938        -11041.4        
-10003.4        15004.3         10992.3         -10001.4        -15696.6        
556.981         -5006.46        
165             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.64687         138339          12324.3         8316.16         -9588.06        
436.369         659.644         -102.735        9588.06         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.82273        -11047.1        
-9995.59        14985.8         11259.3         -10008.6        -15699.2        
561.092         -4999.31        
166             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.69586         141537          12750           8992.07         -9679.61        
416.728         691.302         -81.101         9679.61         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -5.13915        -11040.5        
-10003.7        14996.9         11504.9         -10002.4        -15694.3        
545.884         -5012.35        
167             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.75602         146315          13161.7         9697.02         -9751.91        
408.841         717.716         -64.4156        9751.91         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.72507        -11041.3        
-10000.8        14998.1         11753.1         -10000.7        -15698.7        
537.871         -5003.67        
168             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.8263          152508          13572.2         10425.8         -9810.6         
414.52          738.839         -54.2061        9810.6          2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.61915        -11042.3        
-10000.5        15000.1         11999.5         -10003.5        -15706.5        
552.2           -4981.49        
169             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.89176         158387          13995.1         11171.3         -9863.13        
433.123         750.29          -52.3217        9863.13         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          5.09915         -11044.5        
-9997.84        15002.2         12256           -9989.08        -15697.8        
563.186         -5006.95        
170             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.94502         162901          14441.9         11922.6         -9918.35        
462.189         750.213         -59.8172        9918.35         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -2.48316        -11036.4        
-10007.5        14990.9         12504.1         -10007.2        -15703.2        
551.573         -4987.34        
171             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.98593         165726          14922           12667.8         -9986.61        
498.501         738.582         -78.9896        9986.61         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          8.81596         -11046.5        
-9995.08        15001.3         12755.5         -9988.59        -15700.1        
562.832         -4999.23        
172             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.99202         166070          15003.2         12787.2         -9999.77        
504.143         736.252         -83.5721        9999.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12790.5         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          7.67396         -11044.3        
-9998.22        15006.4         12790.7         -9988.54        -15698.8        
560.506         -5001.45        
173             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.99202         166070          15003.2         12787.2         -9999.77        
504.143         736.252         -83.5721        9999.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12790.5         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          3.87941         -11051.5        
-9991.12        14999.7         12783.9         -10008.2        -15701.8        
560.56          -4991.33        
174             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.99202         166070          15003.2         12787.2         -9999.77        
504.143         736.252         -83.5721        9999.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12790.5         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.343159       -11048.6        
-9992.96        14997.6         12801.8         -9991.79        -15699          
540.66          -4995.74        
175             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.99202         166070          15003.2         12787.2         -9999.77        
504.143         736.252         -83.5721        9999.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12790.5         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -2.69406        -11036.4        
-10006.4        15012.3         12770.3         -10008.6        -15698.8        
540.727         -5006.23        
-1.0            2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
2.99202         166070          15003.2         12787.2         -9999.77        
504.143         736.252         -83.5721        9999.77         2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
